routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.007,0.059,0.0,5816
__check_action_completion,0.0,0.001,0.0,5816
preplanner/update_percepts,0.001,0.009,0.0,5816
preplanner/needs_planning,0.0,0.0,0.0,5816
preplanner/calculate_access_times,0.788,0.0,0.788,1
preplanner/_schedule_observations,1.534,0.0,1.534,1
preplanner/is_observation_path_valid,0.003,0.0,0.003,1
preplanner/_schedule_broadcasts,102.444,0.0,102.444,1
preplanner/_schedule_maneuvers,1.017,0.0,1.017,1
preplanner/__schedule_periodic_replan,0.691,0.0,0.691,1
preplanner/generate_plan,106.622,0.0,106.622,1
replanner/compile_new_measurement_request_bids,0.0,0.001,0.0,5816
replanner/update_percepts,0.012,0.073,0.001,5816
replanner/check_request_completion,0.0,0.0,0.0,5816
replanner/check_request_end_time,0.0,0.003,0.0,5816
replanner/compare_bids,0.0,0.003,0.0,5816
replanner/consensus_phase,0.0,0.004,0.0,5816
replanner/is_observation_path_valid,0.004,0.042,0.001,359308
replanner/needs_planning,0.039,0.136,0.0,5816
replanner/_get_available_requests,0.412,0.581,0.22,1447
replanner/planning_phase,4.974,11.559,0.777,438
replanner/_schedule_observations,2.764,3.016,1.678,438
replanner/_schedule_maneuvers,0.32,0.331,0.241,438
replanner/_schedule_broadcasts,0.038,0.094,0.015,438
replanner/_schedule_waits,0.0,0.0,0.0,438
replanner/generate_plan,8.169,11.963,4.75,438
replanner/calc_imaging_time,0.06,0.077,0.019,178
