routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.013,0.037,0.0,421
__check_action_completion,0.0,0.0,0.0,421
preplanner/update_percepts,0.001,0.008,0.0,421
preplanner/needs_planning,0.0,0.0,0.0,421
preplanner/calculate_access_opportunities,0.081,0.101,0.041,70
preplanner/_schedule_observations,0.231,0.263,0.121,70
preplanner/is_observation_path_valid,0.0,0.0,0.0,70
preplanner/_schedule_broadcasts,0.066,0.122,0.0,70
preplanner/_schedule_maneuvers,0.0,0.0,0.0,70
preplanner/__schedule_periodic_replan,0.005,0.019,0.0,70
preplanner/generate_plan,0.303,0.354,0.143,70
replanner/compile_new_measurement_request_bids,0.0,0.0,0.0,421
replanner/update_percepts,0.002,0.013,0.0,421
replanner/check_request_completion,0.0,0.0,0.0,421
replanner/check_request_end_time,0.0,0.0,0.0,421
replanner/compare_bids,0.0,0.004,0.0,421
replanner/consensus_phase,0.0,0.004,0.0,421
replanner/is_observation_path_valid,0.0,0.001,0.0,1878
replanner/_get_available_requests,0.119,0.125,0.096,387
replanner/needs_planning,0.102,0.115,0.079,421
replanner/planning_phase,0.336,0.402,0.144,14
replanner/_schedule_observations,0.004,0.01,0.0,14
replanner/_schedule_maneuvers,0.011,0.021,0.003,14
replanner/_schedule_broadcasts,0.111,0.196,0.027,14
replanner/_schedule_waits,0.0,0.0,0.0,14
replanner/generate_plan,0.465,0.439,0.193,14
replanner/calc_imaging_time,0.081,0.044,0.067,3
