routine,t_avg,t_std,t_med,n
check_action_statuses,0.01,0.085,0.0,5879
update_state,0.0,0.001,0.0,5879
sense_environment,0.163,0.171,0.138,5878
update_state_environment,0.002,0.026,0.0,5878
get_environment_broadcasts,0.006,0.02,0.0,5878
get_agent_broadcasts,0.074,0.457,0.0,5878
sense,0.255,0.558,0.161,5878
think,0.841,4.547,0.07,5878
perform_broadcast,0.012,0.076,0.0,624
do,0.47,2.855,0.08,5878
perform_wait_for_messages,0.603,3.279,0.117,4425
perform_state_change,0.083,0.105,0.046,757
perform_observation,0.08,0.108,0.063,1073
