routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.023,0.07,0.0,3523
__check_action_completion,0.0,0.001,0.0,3523
preplanner/update_percepts,0.002,0.012,0.0,3523
preplanner/needs_planning,0.0,0.0,0.0,3523
preplanner/calculate_access_opportunities,0.311,0.0,0.311,1
preplanner/_schedule_observations,1.786,0.0,1.786,1
preplanner/is_observation_path_valid,0.003,0.0,0.003,1
preplanner/_create_broadcast_path,0.017,0.0,0.017,1
preplanner/_schedule_broadcasts,3.922,0.0,3.922,1
preplanner/_schedule_maneuvers,14.596,0.0,14.596,1
preplanner/__schedule_periodic_replan,0.038,0.0,0.038,1
preplanner/generate_plan,23.943,0.0,23.943,1
replanner/compile_new_measurement_request_bids,0.0,0.006,0.0,3523
replanner/update_percepts,0.029,0.113,0.001,3523
replanner/check_request_completion,0.0,0.003,0.0,3523
replanner/check_request_end_time,0.0,0.0,0.0,3523
replanner/compare_bids,0.001,0.014,0.0,3523
replanner/consensus_phase,0.001,0.014,0.0,3523
replanner/is_observation_path_valid,0.005,0.032,0.001,246366
replanner/_get_available_requests,0.516,0.548,0.448,1357
replanner/needs_planning,1.579,10.03,0.0,3523
replanner/planning_phase,13.891,35.716,0.996,224
replanner/_schedule_observations,3.944,3.248,3.235,224
replanner/_schedule_maneuvers,2.748,2.552,1.835,224
replanner/_create_broadcast_path,0.053,0.11,0.018,256
replanner/_schedule_broadcasts,0.095,0.166,0.029,224
replanner/_schedule_waits,0.0,0.0,0.0,224
replanner/generate_plan,21.289,35.771,11.049,224
replanner/calc_imaging_time,0.071,0.067,0.047,102
