routine,t_avg,t_std,t_med,n
check_action_statuses,0.001,0.007,0.0,3016
update_state,0.0,0.0,0.0,3016
sense_environment,0.107,0.061,0.1,3015
update_state_environment,0.001,0.008,0.0,3015
get_environment_broadcasts,0.01,0.018,0.0,3015
get_agent_broadcasts,0.04,0.06,0.0,3015
sense,0.16,0.08,0.15,3015
think,0.287,1.313,0.218,3015
perform_broadcast,0.004,0.014,0.0,1065
do,0.098,0.094,0.075,3015
perform_wait_for_messages,0.097,0.106,0.066,1950
perform_state_change,0.081,0.071,0.061,754
perform_observation,0.094,0.067,0.079,1064
