routine,t_avg,t_std,t_med,n
ENVIRONMENT_wait,-1.0,0.0,-1.0,0
vis_sat_0_0_wait,1.153,0.53,1.258,2156
therm_sat_0_0_wait,1.17,0.531,1.303,2156
sar_sat_0_0_wait,1.16,0.538,1.297,2156
vis_sat_1_0_wait,1.171,0.523,1.303,2156
therm_sat_1_0_wait,1.18,0.531,1.344,2156
sar_sat_1_0_wait,1.17,0.535,1.305,2156
vis_sat_2_0_wait,1.195,0.533,1.369,2156
therm_sat_2_0_wait,1.161,0.536,1.305,2156
sar_sat_2_0_wait,1.192,0.521,1.342,2156
vis_sat_3_0_wait,1.206,0.512,1.337,2156
therm_sat_3_0_wait,1.188,0.523,1.362,2156
sar_sat_3_0_wait,1.194,0.519,1.348,2156
vis_sat_4_0_wait,1.206,0.506,1.369,2156
therm_sat_4_0_wait,1.213,0.504,1.355,2156
sar_sat_4_0_wait,1.223,0.502,1.392,2156
vis_sat_5_0_wait,1.195,0.515,1.341,2156
therm_sat_5_0_wait,1.217,0.509,1.374,2156
sar_sat_5_0_wait,1.203,0.506,1.358,2156
vis_sat_6_0_wait,1.203,0.514,1.369,2156
therm_sat_6_0_wait,1.205,0.505,1.354,2156
sar_sat_6_0_wait,1.188,0.515,1.309,2156
vis_sat_7_0_wait,1.221,0.506,1.391,2156
therm_sat_7_0_wait,1.191,0.509,1.328,2156
sar_sat_7_0_wait,1.185,0.509,1.307,2156
clock_wait,1.711,0.159,1.696,2156
sim_runtime,3688.164,0.0,3688.164,1
