routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.0,0.008,0.0,2277
__check_action_completion,0.0,0.004,0.0,2277
replanner/__get_new_requests,0.0,0.003,0.0,2277
replanner/__update_performed_requests,0.0,0.002,0.0,2277
replanner/_update_access_times,0.053,0.577,0.0,2277
replanner/update_percepts,0.083,0.582,0.001,2277
replanner/compile_external_plan_bids,0.0,0.0,0.0,2277
replanner/compile_new_measurement_request_bids,0.004,0.018,0.001,2277
replanner/check_request_completion,0.0,0.0,0.0,2277
replanner/check_request_end_time,0.0,0.002,0.0,2277
replanner/compare_bids,0.05,0.133,0.002,2277
replanner/consensus_phase,0.05,0.133,0.002,2277
replanner/needs_planning,0.301,0.277,0.231,2277
replanner/_get_available_requests,0.461,0.378,0.39,457
replanner/calc_imaging_time,0.108,0.169,0.04,861
replanner/planning_phase,1.157,0.94,1.003,317
replanner/_schdule_measurements,0.025,0.045,0.005,753
replanner/_schedule_broadcasts,0.114,0.17,0.049,753
replanner/_schedule_maneuvers,0.206,0.231,0.13,753
replanner/_schedule_waits,0.0,0.0,0.0,753
replanner/_plan_from_path,0.346,0.305,0.269,753
replanner/generate_plan,1.055,0.808,0.841,753
