routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.0,0.0,0.0,43
__check_action_completion,0.0,0.0,0.0,43
replanner/__get_new_requests,0.0,0.0,0.0,43
replanner/__update_performed_requests,0.0,0.0,0.0,43
replanner/_update_access_times,0.008,0.054,0.0,43
replanner/check_request_completion,0.0,0.0,0.0,43
replanner/check_request_end_time,0.0,0.0,0.0,43
replanner/compare_bids,0.001,0.006,0.0,43
replanner/calc_imaging_time,0.312,0.248,0.243,470
replanner/calc_path_bid,2.736,2.17,2.681,55
replanner/planning_phase,14.287,20.838,6.589,11
replanner/_schedule_broadcasts,0.0,0.0,0.0,11
replanner/_schedule_maneuvers,0.083,0.043,0.112,11
