routine,t_avg,t_std,t_med,n
ENVIRONMENT_wait,-1.0,0.0,-1.0,0
img_0_wait,0.177,0.64,0.06,345
sar_0_wait,0.122,0.366,0.06,345
thm_0_wait,0.165,0.573,0.06,345
clock_wait,0.188,0.639,0.068,345
sim_runtime,64.892,0.0,64.892,1
