routine,t_avg,t_std,t_med,n
check_action_statuses,0.0,0.0,0.0,1023
update_state,0.0,0.0,0.0,1023
sense_environment,0.046,0.02,0.049,1022
update_state_environment,0.0,0.001,0.0,1022
get_environment_broadcasts,0.001,0.003,0.0,1022
get_agent_broadcasts,0.001,0.005,0.0,1022
sense,0.049,0.019,0.051,1022
think,0.026,0.015,0.025,1022
perform_broadcast,0.002,0.002,0.001,22
do,0.023,0.02,0.014,1022
perform_wait_for_messages,0.024,0.02,0.015,949
perform_state_change,0.02,0.017,0.012,73
perform_observation,0.01,0.008,0.007,67
