stat_name,val
Simulation Start Date,2020-01-01 00:00:00+00:00
Simulation End Date,2020-01-02 00:00:00+00:00
GPs Observed,3743
Observations,30274
Events,1000
Events Detected,156
Unique Event Observations,156
Total Event Observations,926
Events Co-observed,156
Events Partially Co-observed,0
Events Fully Co-observed,156
Total Event Co-observations,770
Total Runtime [s],38997.166
