GRID COVERAGE
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
Mission Duration [Days] is 1.0
time index,GP index,lat [deg],lon [deg]
0,247,37.485,38.323
0,262,35.855,38.559
0,433,38.807,38.761
0,499,36.629,42.829
0,811,36.06,37.519
0,911,38.228,39.137
0,1114,36.383,38.183
0,2166,38.502,39.506
0,2664,37.2,35.279
0,3817,38.852,42.343
0,4443,38.335,35.26
0,4530,37.273,36.27
0,4575,37.04,35.34
0,4829,37.056,37.889
1,50,38.644,42.948
1,247,37.485,38.323
1,262,35.855,38.559
1,433,38.807,38.761
1,499,36.629,42.829
1,811,36.06,37.519
1,911,38.228,39.137
1,1114,36.383,38.183
1,1617,38.689,43.528
1,2166,38.502,39.506
1,2664,37.2,35.279
1,3817,38.852,42.343
1,4443,38.335,35.26
1,4530,37.273,36.27
1,4575,37.04,35.34
1,4829,37.056,37.889
2,50,38.644,42.948
2,247,37.485,38.323
2,262,35.855,38.559
2,433,38.807,38.761
2,499,36.629,42.829
2,811,36.06,37.519
2,911,38.228,39.137
2,1114,36.383,38.183
2,1617,38.689,43.528
2,2166,38.502,39.506
2,2664,37.2,35.279
2,3817,38.852,42.343
2,4443,38.335,35.26
2,4530,37.273,36.27
2,4575,37.04,35.34
2,4829,37.056,37.889
3,50,38.644,42.948
3,247,37.485,38.323
3,262,35.855,38.559
3,433,38.807,38.761
3,499,36.629,42.829
3,811,36.06,37.519
3,911,38.228,39.137
3,1114,36.383,38.183
3,1617,38.689,43.528
3,2166,38.502,39.506
3,2664,37.2,35.279
3,3817,38.852,42.343
3,4443,38.335,35.26
3,4530,37.273,36.27
3,4575,37.04,35.34
3,4829,37.056,37.889
4,50,38.644,42.948
4,247,37.485,38.323
4,262,35.855,38.559
4,433,38.807,38.761
4,499,36.629,42.829
4,811,36.06,37.519
4,911,38.228,39.137
4,1114,36.383,38.183
4,1448,40.97,43.285
4,1617,38.689,43.528
4,2166,38.502,39.506
4,2664,37.2,35.279
4,3817,38.852,42.343
4,4443,38.335,35.26
4,4530,37.273,36.27
4,4575,37.04,35.34
4,4829,37.056,37.889
5,50,38.644,42.948
5,128,40.552,44.991
5,247,37.485,38.323
5,262,35.855,38.559
5,433,38.807,38.761
5,499,36.629,42.829
5,811,36.06,37.519
5,911,38.228,39.137
5,1114,36.383,38.183
5,1448,40.97,43.285
5,1617,38.689,43.528
5,2166,38.502,39.506
5,2664,37.2,35.279
5,3817,38.852,42.343
5,4443,38.335,35.26
5,4505,41.399,43.789
5,4530,37.273,36.27
5,4575,37.04,35.34
5,4829,37.056,37.889
6,50,38.644,42.948
6,128,40.552,44.991
6,247,37.485,38.323
6,262,35.855,38.559
6,433,38.807,38.761
6,499,36.629,42.829
6,911,38.228,39.137
6,1114,36.383,38.183
6,1448,40.97,43.285
6,1617,38.689,43.528
6,2166,38.502,39.506
6,2266,40.947,46.168
6,2664,37.2,35.279
6,3817,38.852,42.343
6,4443,38.335,35.26
6,4505,41.399,43.789
6,4530,37.273,36.27
6,4575,37.04,35.34
6,4829,37.056,37.889
7,50,38.644,42.948
7,128,40.552,44.991
7,247,37.485,38.323
7,433,38.807,38.761
7,499,36.629,42.829
7,660,44.985,39.116
7,911,38.228,39.137
7,1448,40.97,43.285
7,1617,38.689,43.528
7,2166,38.502,39.506
7,2266,40.947,46.168
7,3817,38.852,42.343
7,4443,38.335,35.26
7,4505,41.399,43.789
7,4829,37.056,37.889
8,50,38.644,42.948
8,128,40.552,44.991
8,247,37.485,38.323
8,433,38.807,38.761
8,499,36.629,42.829
8,660,44.985,39.116
8,911,38.228,39.137
8,1448,40.97,43.285
8,1617,38.689,43.528
8,2166,38.502,39.506
8,2266,40.947,46.168
8,3281,45.159,39.532
8,3817,38.852,42.343
8,4341,44.24,42.231
8,4443,38.335,35.26
8,4505,41.399,43.789
9,50,38.644,42.948
9,128,40.552,44.991
9,433,38.807,38.761
9,499,36.629,42.829
9,660,44.985,39.116
9,911,38.228,39.137
9,1448,40.97,43.285
9,1617,38.689,43.528
9,2166,38.502,39.506
9,2266,40.947,46.168
9,3281,45.159,39.532
9,3817,38.852,42.343
9,4062,45.019,41.7
9,4341,44.24,42.231
9,4505,41.399,43.789
10,50,38.644,42.948
10,128,40.552,44.991
10,433,38.807,38.761
10,499,36.629,42.829
10,660,44.985,39.116
10,911,38.228,39.137
10,1448,40.97,43.285
10,1617,38.689,43.528
10,2166,38.502,39.506
10,2266,40.947,46.168
10,3281,45.159,39.532
10,3427,43.58,47.455
10,3817,38.852,42.343
10,4062,45.019,41.7
10,4084,43.279,47.508
10,4341,44.24,42.231
10,4505,41.399,43.789
11,50,38.644,42.948
11,128,40.552,44.991
