stat_name,val
Simulation Start Date,2020-01-01 00:00:00+00:00
Simulation End Date,2020-01-02 00:00:00+00:00
GPs Observed,3746
Observations,14979
Events,1000
Events Detected,156
Unique Event Observations,157
Total Event Observations,372
Events Co-observed,73
Events Partially Co-observed,0
Events Fully Co-observed,73
Total Event Co-observations,215
Total Runtime [s],16945.31
