routine,t_avg,t_std,t_med,n
check_action_statuses,0.0,0.0,0.0,975
update_state,0.0,0.0,0.0,975
sense_environment,0.485,0.408,0.394,974
update_state_environment,0.0,0.0,0.0,974
get_environment_broadcasts,0.0,0.0,0.0,974
get_agent_broadcasts,0.0,0.0,0.0,974
sense,0.486,0.408,0.395,974
think,0.959,2.475,0.694,974
perform_state_change,0.483,0.663,0.28,890
do,0.461,0.672,0.254,974
perform_measurement,0.299,0.225,0.303,41
perform_wait_for_messages,0.078,0.115,0.038,89
perform_broadcast,0.004,0.003,0.003,4
