routine,t_avg,t_std,t_med,n
_read_incoming_messages,7e-05,0.00044,1e-05,374
__check_action_completion,6e-05,1e-05,5e-05,374
preplanner/update_percepts,2e-05,0.0,2e-05,374
preplanner/needs_planning,0.0,0.0,0.0,374
preplanner/calculate_access_opportunities,0.00033,0.00032,0.00029,173
preplanner/is_observation_path_valid,1e-05,1e-05,1e-05,445
preplanner/_schedule_observations,0.01726,0.01287,0.01192,173
preplanner/_schedule_broadcasts,1e-05,0.0,1e-05,173
preplanner/_schedule_maneuvers,0.00339,0.00489,0.002,173
preplanner/__schedule_periodic_replan,6e-05,6e-05,4e-05,173
preplanner/generate_plan,0.02078,0.01364,0.01457,173
preplanner/populate_adjacency_matrix,0.00027,0.00123,2e-05,82
replanner/compile_new_measurement_request_bids,0.0,0.0,0.0,374
replanner/update_percepts,6e-05,2e-05,5e-05,374
replanner/check_request_completion,0.00583,0.0066,0.00307,374
replanner/check_request_end_time,0.0,0.0,0.0,374
replanner/compare_bids,0.00349,0.00493,0.00182,374
replanner/consensus_phase,0.00933,0.00932,0.00548,374
replanner/needs_planning,0.00935,0.00932,0.00549,374
replanner/_get_available_requests,1e-05,0.0,1e-05,7
