routine,t_avg,t_std,t_med,n
check_action_statuses,0.017,0.05,0.0,3301
update_state,0.0,0.0,0.0,3301
sense_environment,0.486,0.418,0.336,3300
update_state_environment,0.008,0.034,0.0,3300
get_environment_broadcasts,0.0,0.0,0.0,3300
get_agent_broadcasts,0.001,0.014,0.0,3300
sense,0.513,0.444,0.358,3300
think,1.592,2.387,0.919,3300
perform_broadcast,0.02,0.055,0.0,4870
do,2.691,136.683,0.105,3300
perform_wait_for_messages,3.75,162.688,0.117,2329
perform_state_change,3.85,164.642,0.153,2274
perform_measurement,0.151,0.122,0.111,35
