routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.001,0.008,0.0,3300
__check_action_completion,0.001,0.014,0.0,3300
replanner/__get_new_requests,0.0,0.0,0.0,3300
replanner/__update_performed_requests,0.0,0.003,0.0,3300
replanner/_update_access_times,0.062,0.793,0.0,3300
replanner/update_percepts,0.217,0.855,0.001,3300
replanner/compile_external_plan_bids,0.0,0.005,0.0,3300
replanner/compile_new_measurement_request_bids,0.001,0.007,0.0,3300
replanner/check_request_completion,0.0,0.002,0.0,3300
replanner/check_request_end_time,0.0,0.008,0.0,3300
replanner/compare_bids,0.115,0.228,0.021,3300
replanner/consensus_phase,0.116,0.229,0.021,3300
replanner/needs_planning,0.625,0.6,0.419,3300
replanner/_get_available_requests,0.798,0.599,0.705,211
replanner/calc_imaging_time,0.176,0.349,0.044,1450
replanner/planning_phase,4.064,4.826,3.338,164
replanner/_schedule_measurements,0.05,0.074,0.017,927
replanner/_schedule_broadcasts,0.219,0.323,0.069,927
replanner/_schedule_maneuvers,0.499,0.556,0.274,927
replanner/_schedule_waits,0.0,0.0,0.0,927
replanner/_plan_from_path,0.773,0.697,0.54,927
replanner/generate_plan,2.049,2.576,1.478,927
