routine,t_avg,t_std,t_med,n
__check_action_completion,0.0,0.0,0.0,282
_wait_for_messages,0.0,0.0,0.0,282
_preplan,0.09,0.07,0.062,4
_get_next_actions,0.0,0.0,0.0,282
preplanner/__get_new_requests,0.0,0.001,0.0,282
preplanner/__update_performed_requests,0.0,0.0,0.0,282
preplanner/_calc_arrival_times,0.165,0.049,0.163,1148
preplanner/__update_access_times,0.671,5.524,0.0,282
preplanner/needs_initialized_plan,0.671,5.524,0.0,282
preplanner/_get_available_requests,0.0,0.0,0.0,4
preplanner/_plan_from_path,0.039,0.021,0.03,4
preplanner/initialize_plan,0.077,0.06,0.053,4
