Contacts between Entity1 with id imaging_sat_1_2 with Entity2 with id imaging_sat_2_1
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
start index,end index
0,102
292,399
588,695
884,992
1181,1288
1477,1584
1774,1881
2070,2177
2367,2474
2663,2770
2960,3067
3256,3363
3553,3660
3849,3956
4146,4253
