observer,t_img,lat,lon,range,look,incidence,zenith,instrument_name
vis_sat_0_1,120.0,-66.1,-172.7,690.5,-1.76,1.95,43.28,visual
vis_sat_0_0,140.0,7.8,-97.3,630.2,-1.8,1.98,86.24,visual
sar_sat_0_0,1200.0,-61.0,125.2,721.9,2.19,2.44,51.26,sar
sar_sat_0_0,1760.0,-62.3,-162.2,680.6,2.29,2.53,42.58,sar
vis_sat_0_0,2610.0,19.3,60.4,765.9,0.9,1.01,,visual
vis_sat_0_1,2730.0,64.1,-49.8,684.9,-1.7,1.88,,visual
therm_sat_0_0,3050.0,-66.7,164.4,695.7,1.18,1.31,43.71,thermal
vis_sat_0_1,3210.0,62.1,14.8,722.6,4.49,5.0,,visual
therm_sat_0_0,3550.0,-50.1,-146.3,662.1,3.95,4.36,45.77,thermal
vis_sat_0_0,4550.0,-66.7,164.4,694.3,-3.52,3.91,43.68,visual
sar_sat_0_0,4830.0,57.3,19.1,729.7,3.11,3.47,,sar
therm_sat_0_0,4940.0,26.8,-108.8,638.7,2.46,2.71,,thermal
vis_sat_0_1,5780.0,-65.6,123.7,710.9,-2.37,2.63,47.51,visual
sar_sat_0_0,5950.0,-1.0,55.6,771.5,2.61,2.93,,sar
vis_sat_0_1,6120.0,-65.0,172.5,689.5,-6.3,6.98,43.42,visual
vis_sat_0_1,6210.0,-62.1,-177.6,681.1,-4.92,5.44,43.28,visual
therm_sat_0_0,7150.0,15.1,43.2,768.2,-2.13,2.38,,thermal
vis_sat_0_0,7680.0,61.2,-4.1,721.4,-2.72,3.03,,visual
sar_sat_0_0,7740.0,-60.8,178.7,676.9,-2.31,2.56,43.12,sar
vis_sat_0_0,7920.0,51.5,14.1,737.1,-1.54,1.72,,visual
vis_sat_0_0,8000.0,47.7,18.2,742.2,-1.89,2.11,,visual
therm_sat_0_0,8090.0,-35.6,63.1,755.7,-3.27,3.66,72.16,thermal
therm_sat_0_0,8420.0,-52.6,76.9,738.9,-5.14,5.73,59.13,thermal
vis_sat_0_1,9170.0,60.6,-7.1,722.6,1.35,1.51,,visual
sar_sat_0_0,9500.0,34.2,-123.2,644.0,-2.2,2.43,,sar
vis_sat_0_0,10240.0,-65.0,104.6,712.3,3.73,4.15,47.23,visual
