t,x_pos,y_pos,z_pos,x_vel,y_vel,z_vel,attitude,status
0.0,3574.39,-6191.025,0.0,2.514,1.452,-6.839,0.0,SENSING
0.0,3574.39,-6191.025,0.0,2.514,1.452,-6.839,0.0,MESSAGING
0.0,3574.39,-6191.025,0.0,2.514,1.452,-6.839,0.0,SENSING
0.0,3574.39,-6191.025,0.0,2.514,1.452,-6.839,0.0,LISTENING
8.34,3595.183,-6178.708,-57.008,2.481,1.508,-6.839,0.0,SENSING
8.34,3595.183,-6178.708,-57.008,2.481,1.508,-6.839,0.0,LISTENING
10.0,3599.289,-6176.2,-68.354,2.475,1.519,-6.839,0.0,SENSING
10.0,3599.289,-6176.2,-68.354,2.475,1.519,-6.839,0.0,LISTENING
10.0,3599.289,-6176.2,-68.354,2.475,1.519,-6.839,0.0,SENSING
10.0,3599.289,-6176.2,-68.354,2.475,1.519,-6.839,0.0,LISTENING
12.64,3605.797,-6172.174,-86.399,2.465,1.537,-6.838,0.0,SENSING
12.64,3605.797,-6172.174,-86.399,2.465,1.537,-6.838,0.0,LISTENING
20.0,3623.796,-6160.702,-136.701,2.436,1.586,-6.838,0.0,SENSING
20.0,3623.796,-6160.702,-136.701,2.436,1.586,-6.838,0.0,LISTENING
20.0,3623.796,-6160.702,-136.701,2.436,1.586,-6.838,0.0,SENSING
20.0,3623.796,-6160.702,-136.701,2.436,1.586,-6.838,0.0,LISTENING
27.01,3640.739,-6149.438,-184.603,2.408,1.633,-6.836,0.0,SENSING
27.01,3640.739,-6149.438,-184.603,2.408,1.633,-6.836,0.0,LISTENING
30.0,3647.907,-6144.533,-205.032,2.396,1.653,-6.836,0.0,SENSING
30.0,3647.907,-6144.533,-205.032,2.396,1.653,-6.836,0.0,LISTENING
30.0,3647.907,-6144.533,-205.032,2.396,1.653,-6.836,0.0,SENSING
30.0,3647.907,-6144.533,-205.032,2.396,1.653,-6.836,0.0,LISTENING
35.97,3662.113,-6134.561,-245.816,2.372,1.693,-6.834,0.0,SENSING
35.97,3662.113,-6134.561,-245.816,2.372,1.693,-6.834,0.0,LISTENING
40.0,3671.622,-6127.695,-273.342,2.356,1.72,-6.833,0.0,SENSING
40.0,3671.622,-6127.695,-273.342,2.356,1.72,-6.833,0.0,LISTENING
40.0,3671.622,-6127.695,-273.342,2.356,1.72,-6.833,0.0,SENSING
40.0,3671.622,-6127.695,-273.342,2.356,1.72,-6.833,0.0,LISTENING
41.34,3674.769,-6125.387,-282.493,2.351,1.729,-6.833,0.0,SENSING
41.34,3674.769,-6125.387,-282.493,2.351,1.729,-6.833,0.0,LISTENING
