routine,t_avg,t_std,t_med,n
check_action_statuses,0.0,0.0,0.0,1737
update_state,0.0,0.0,0.0,1737
sense_environment,0.185,0.131,0.164,1736
update_state_environment,0.0,0.0,0.0,1736
get_environment_broadcasts,0.0,0.0,0.0,1736
get_agent_broadcasts,0.0,0.0,0.0,1736
sense,0.186,0.131,0.165,1736
think,0.644,4.981,0.072,1736
perform_state_change,0.246,0.365,0.192,990
do,0.19,0.299,0.132,1736
perform_measurement,0.146,0.118,0.138,94
perform_wait_for_messages,0.096,0.129,0.07,747
perform_broadcast,0.016,0.015,0.014,13
