routine,t_avg,t_std,t_med,n
__check_action_completion,0.0,0.0,0.0,1736
_wait_for_messages,0.0,0.0,0.0,1736
_preplan,1.977,9.282,0.024,24
_get_next_actions,0.0,0.001,0.0,1736
_replan,0.041,0.024,0.043,21
preplanner/__get_new_requests,0.0,0.0,0.0,1736
preplanner/__update_performed_requests,0.0,0.001,0.0,1736
preplanner/_calc_arrival_times,0.255,0.08,0.242,1895
preplanner/__update_access_times,0.278,2.458,0.0,1736
preplanner/needs_initialized_plan,0.279,2.458,0.0,1736
preplanner/_get_available_requests,0.0,0.0,0.0,24
preplanner/_plan_from_path,1.95,9.256,0.01,24
preplanner/initialize_plan,1.976,9.279,0.023,24
replanner/__update_known_requests,0.005,0.009,0.001,1736
replanner/__update_performed_requests,0.0,0.001,0.0,1736
replanner/_calc_arrival_times,0.217,0.096,0.209,1989
replanner/__update_access_times,0.25,2.233,0.001,1736
replanner/needs_replanning,0.271,2.237,0.009,1736
replanner/_get_available_requests,0.0,0.0,0.0,21
replanner/_plan_from_path,0.024,0.013,0.021,21
