routine,t_avg,t_std,t_med,n
_read_incoming_messages,2e-05,0.0,2e-05,875
__check_action_completion,6e-05,1e-05,6e-05,875
preplanner/update_percepts,2e-05,0.0,2e-05,875
preplanner/needs_planning,0.0,0.0,0.0,875
preplanner/calculate_access_opportunities,0.00035,0.00053,0.00032,864
preplanner/is_observation_path_valid,1e-05,0.0,1e-05,1824
preplanner/_schedule_observations,0.01625,0.01195,0.01123,864
preplanner/_schedule_broadcasts,1e-05,0.0,1e-05,864
preplanner/_schedule_maneuvers,0.00383,0.0053,0.00205,864
preplanner/__schedule_periodic_replan,9e-05,0.00042,6e-05,864
preplanner/generate_plan,0.02025,0.01329,0.01553,864
preplanner/populate_adjacency_matrix,0.00024,0.00165,2e-05,91
replanner/compile_new_measurement_request_bids,0.0,0.0,0.0,875
replanner/update_percepts,8e-05,1e-05,8e-05,875
replanner/check_request_completion,0.00322,0.0047,0.00189,875
replanner/check_request_end_time,0.0,0.0,0.0,875
replanner/compare_bids,0.00225,0.00295,0.00156,875
replanner/consensus_phase,0.00549,0.00623,0.0036,875
replanner/needs_planning,0.0055,0.00623,0.00362,875
