routine,t_avg,t_std,t_med,n
check_action_statuses,0.0,0.0,0.0,59
update_state,0.0,0.0,0.0,59
sense_environment,0.044,0.02,0.041,58
update_state_environment,0.0,0.0,0.0,58
get_environment_broadcasts,0.001,0.002,0.0,58
get_agent_broadcasts,0.002,0.009,0.0,58
sense,0.047,0.022,0.047,58
think,0.028,0.016,0.028,58
perform_wait_for_messages,0.033,0.024,0.024,53
do,0.032,0.025,0.023,58
perform_state_change,0.008,0.003,0.008,3
perform_observation,0.021,0.018,0.009,3
perform_broadcast,0.002,0.002,0.002,2
