Datametrics file based on GRID COVERAGE
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
Mission Duration [Days] is 1.0
time index,GP index,pnt-opt index,lat [deg],lon [deg],observation range [km],look angle [deg],incidence angle [deg],solar zenith [deg]
16,856,,9.1,-96.8,630.2,-0.91,1.0,87.29
107,455,,57.2,-63.4,670.5,-0.52,0.57,nan
221,389,,40.2,48.3,755.8,-6.94,7.76,nan
319,360,,-11.6,73.5,798.6,14.85,16.69,89.08
418,759,,-62.6,112.0,737.7,-11.84,13.2,52.26
453,191,,-66.1,160.5,697.8,5.45,6.04,43.06
713,792,,62.8,-77.3,684.7,6.54,7.25,nan
1107,674,,-44.0,-170.2,654.7,-4.25,4.68,49.44
1410,820,,38.6,-0.5,757.5,-6.94,7.76,nan
1457,777,,14.3,13.6,779.5,9.22,10.34,nan
1490,584,,-4.0,19.4,772.6,4.1,4.6,nan
1655,393,,-63.7,132.5,683.2,-2.97,3.29,42.91
1859,545,,45.2,-155.4,673.3,13.19,14.57,nan
2151,713,,-40.5,11.3,751.2,3.93,4.39,67.84
2166,738,,-48.6,16.5,743.2,-4.54,5.07,62.56
2277,178,,-51.4,131.0,664.1,4.23,4.67,44.66
2420,160,,27.2,171.0,639.5,-3.11,3.42,nan
2447,32,,42.5,177.9,665.3,11.33,12.51,nan
2488,300,,60.4,-154.3,681.5,-6.1,6.75,nan
2520,288,,67.2,-113.0,701.5,2.16,2.4,nan
2617,508,,27.0,-45.0,789.1,-14.52,16.29,nan
2686,711,,-9.3,-27.8,783.7,10.38,11.65,nan
2715,385,,-26.0,-23.9,774.5,-9.68,10.85,81.45
3046,432,,44.9,157.1,655.1,-2.44,2.69,nan
3150,746,,58.1,-93.5,734.0,6.98,7.78,nan
3270,911,,-5.4,-56.9,785.6,-10.71,12.02,nan
3362,526,,-53.8,-28.6,745.0,-9.31,10.4,59.5
3376,236,,-59.6,-18.2,730.1,-6.66,7.42,54.43
3599,448,,24.1,117.7,655.3,13.23,14.58,nan
3666,372,,57.8,148.2,672.0,-0.91,1.01,nan
3696,846,,67.5,-178.2,703.1,8.92,9.9,nan
3978,680,,-62.8,-34.2,721.1,-5.0,5.57,51.52
3995,92,,-67.6,-13.0,720.8,-11.21,12.47,47.7
4019,686,,-63.9,21.5,712.3,14.36,15.95,41.23
4251,424,,53.4,119.2,689.3,-14.03,15.53,nan
4274,938,,64.1,136.5,691.2,8.54,9.47,nan
4305,846,,67.5,-178.2,716.0,9.2,10.23,nan
4326,300,,60.4,-154.3,732.4,-9.5,10.58,nan
4405,937,,22.5,-116.6,769.6,-6.46,7.24,nan
4570,215,,-61.8,-59.3,719.2,2.05,2.28,51.26
4572,704,,-61.3,-55.7,740.7,13.69,15.27,49.47
4753,156,,5.8,61.4,636.5,8.08,8.88,81.87
4871,16,,64.2,117.8,686.6,-2.69,2.98,nan
4921,41,,59.5,-177.7,739.8,-11.69,13.04,nan
4963,690,,41.3,-151.0,749.2,-0.42,0.47,nan
5092,144,,-28.9,-122.6,775.9,-10.98,12.31,80.16
5182,481,,-66.7,-60.7,704.9,-1.77,1.96,46.59
5205,203,,-64.4,-27.6,697.2,9.15,10.15,41.76
5265,133,,-39.1,15.9,670.0,13.92,15.37,48.55
5429,443,,49.9,64.1,677.6,-11.88,13.14,nan
5491,629,,65.0,130.8,727.9,-13.33,14.84,nan
5544,725,,46.3,176.9,772.8,-15.2,17.02,nan
5547,387,,45.7,-179.9,745.1,-2.48,2.77,nan
6319,97,,-50.4,-158.3,761.2,-13.22,14.79,63.62
6408,704,,-61.3,-55.7,696.3,-13.57,15.04,43.63
6542,828,,11.8,-11.7,645.2,11.53,12.69,85.63
6645,377,,62.3,38.1,691.6,-8.85,9.8,nan
6660,193,,66.4,56.5,693.6,-0.52,0.57,nan
6715,424,,53.4,119.2,751.5,-11.93,13.33,nan
6938,849,,-61.8,-164.7,738.6,-11.86,13.23,54.24
7044,891,,-40.1,-56.4,654.3,-7.57,8.35,49.99
7138,305,,13.1,-35.2,632.1,2.57,2.83,87.35
7192,195,,42.9,-19.9,652.6,1.72,1.89,nan
7315,677,,50.1,98.5,758.2,-12.55,14.03,nan
7398,847,,7.7,125.8,772.9,4.69,5.26,nan
7410,172,,1.0,127.9,771.6,2.75,3.08,nan
7453,702,,-22.6,136.3,763.7,-0.22,0.24,84.82
7526,268,,-58.3,168.6,729.5,6.36,7.09,54.29
7579,277,,-65.0,-123.5,685.8,-1.84,2.03,42.67
7784,707,,41.5,-43.4,674.1,-14.06,15.53,nan
7798,750,,49.5,-38.8,660.3,1.22,1.34,nan
7886,345,,59.5,58.2,735.5,-9.88,11.02,nan
7987,952,,9.5,99.2,770.8,-3.04,3.41,nan
8062,837,,-30.7,116.6,769.3,9.44,10.57,77.18
8418,897,,61.2,-44.0,678.5,0.22,0.25,nan
8523,587,,39.7,59.2,757.4,-7.14,7.98,nan
8570,957,,14.2,70.8,800.6,-15.48,17.4,nan
