Datametrics file based on GRID COVERAGE
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
Mission Duration [Days] is 1.0
time index,GP index,pnt-opt index,lat [deg],lon [deg],observation range [km],look angle [deg],incidence angle [deg],solar zenith [deg]
87,4802,,-43.994,-72.308,896.6,31.96,36.22,87.72
88,3075,,-45.138,-72.969,833.4,25.45,28.67,86.77
89,599,,-46.359,-74.133,773.2,15.47,17.32,85.48
89,1321,,-46.668,-74.013,770.4,14.78,16.55,85.41
89,2093,,-44.958,-71.354,894.3,31.89,36.13,87.87
89,2406,,-44.861,-71.673,886.8,31.21,35.34,87.72
89,3586,,-46.687,-74.63,759.6,11.72,13.11,85.03
90,1321,,-46.668,-74.013,770.0,14.84,16.62,85.43
91,99,,-46.84,-72.802,790.1,19.24,21.58,86.09
91,588,,-47.219,-72.489,787.7,18.79,21.07,86.09
91,2509,,-47.022,-72.831,784.8,18.23,20.43,85.98
92,588,,-47.219,-72.489,788.5,19.06,21.37,86.11
92,1075,,-48.906,-74.101,742.7,4.57,5.1,84.34
92,2763,,-47.252,-71.59,807.5,22.24,24.99,86.62
92,4175,,-47.461,-71.852,795.4,20.3,22.78,86.36
92,4388,,-47.813,-72.222,779.3,17.25,19.32,85.97
93,171,,-48.366,-72.958,756.8,11.64,13.01,85.29
93,1075,,-48.906,-74.101,741.7,4.22,4.72,84.36
93,4253,,-48.119,-72.248,771.9,15.76,17.64,85.82
93,4388,,-47.813,-72.222,780.0,17.53,19.65,85.99
94,1770,,-48.444,-71.185,784.7,18.59,20.84,86.28
94,3628,,-48.416,-71.631,777.0,17.05,19.09,86.05
95,134,,-49.777,-72.081,747.1,8.38,9.36,85.12
95,494,,-48.935,-71.215,773.1,16.34,18.3,86.04
95,1418,,-50.475,-73.037,738.8,2.26,2.53,84.24
96,122,,-50.23,-71.978,743.1,6.63,7.4,84.97
96,932,,-51.19,-72.956,739.2,-3.58,3.99,83.95
96,1418,,-50.475,-73.037,738.6,2.93,3.27,84.26
96,2074,,-51.053,-72.918,738.3,-2.38,2.66,84.04
96,4945,,-51.114,-73.106,738.9,-3.24,3.62,83.91
97,932,,-51.19,-72.956,738.7,-3.77,4.2,83.97
98,2054,,-52.101,-72.472,739.7,-5.23,5.84,83.8
98,2298,,-51.906,-72.406,738.4,-4.07,4.54,83.94
99,1046,,-52.39,-71.206,736.1,-1.8,2.0,84.34
100,4787,,-52.727,-70.9,735.5,-2.02,2.25,84.35
102,2262,,-53.204,-68.537,737.0,5.1,5.69,85.34
102,3342,,-53.978,-69.294,735.3,-3.61,4.02,84.55
103,285,,-54.506,-68.809,735.4,-4.32,4.82,84.52
103,1207,,-53.974,-68.961,733.3,-1.44,1.61,84.73
103,3342,,-53.978,-69.294,734.3,-3.11,3.47,84.57
104,285,,-54.506,-68.809,734.3,-3.9,4.34,84.54
104,3927,,-54.443,-67.702,732.8,1.73,1.92,85.11
104,4418,,-54.414,-67.606,733.0,2.24,2.5,85.17
323,1235,,14.175,74.849,679.3,-20.49,22.62,nan
323,1760,,13.698,75.635,724.3,-27.77,30.8,nan
324,1884,,15.276,74.526,654.4,-14.29,15.74,nan
326,490,,15.264,76.331,729.2,-28.31,31.42,nan
326,2214,,15.818,75.094,666.6,-17.5,19.31,nan
326,4652,,16.142,74.642,649.5,-12.48,13.74,nan
327,1001,,16.333,75.888,687.4,-21.85,24.15,nan
327,1871,,16.218,76.347,709.3,-25.51,28.26,nan
327,1942,,17.403,73.753,632.9,0.49,0.54,nan
329,812,,18.072,75.121,643.5,-9.74,10.72,nan
330,1641,,17.753,77.93,758.8,-31.64,35.22,nan
331,647,,19.485,75.368,639.0,-6.94,7.63,nan
