lat [deg],lon [deg]
-90.0,-180.0
-90.0,-176.4
-90.0,-172.8
-90.0,-169.2
-90.0,-165.6
-90.0,-162.0
-90.0,-158.4
-90.0,-154.8
-90.0,-151.2
-90.0,-147.6
-90.0,-144.0
-90.0,-140.4
-90.0,-136.8
-90.0,-133.2
-90.0,-129.6
-90.0,-126.0
-90.0,-122.4
-90.0,-118.8
-90.0,-115.2
-90.0,-111.6
-90.0,-108.0
-90.0,-104.39999999999999
-90.0,-100.8
-90.0,-97.2
-90.0,-93.6
-90.0,-90.0
-90.0,-86.39999999999999
-90.0,-82.8
-90.0,-79.2
-90.0,-75.6
-90.0,-72.0
-90.0,-68.39999999999999
-90.0,-64.8
-90.0,-61.2
-90.0,-57.599999999999994
-90.0,-54.0
-90.0,-50.400000000000006
-90.0,-46.79999999999998
-90.0,-43.19999999999999
-90.0,-39.599999999999994
-90.0,-36.0
-90.0,-32.400000000000006
-90.0,-28.799999999999983
-90.0,-25.19999999999999
-90.0,-21.599999999999994
-90.0,-18.0
-90.0,-14.400000000000006
-90.0,-10.799999999999983
-90.0,-7.199999999999989
-90.0,-3.5999999999999943
-90.0,0.0
-90.0,3.5999999999999943
-90.0,7.200000000000017
-90.0,10.800000000000011
-90.0,14.400000000000006
-90.0,18.0
-90.0,21.599999999999994
-90.0,25.200000000000017
-90.0,28.80000000000001
-90.0,32.400000000000006
-90.0,36.0
-90.0,39.599999999999994
-90.0,43.20000000000002
-90.0,46.80000000000001
-90.0,50.400000000000006
-90.0,54.0
-90.0,57.599999999999994
-90.0,61.20000000000002
-90.0,64.80000000000001
-90.0,68.4
-90.0,72.0
-90.0,75.6
-90.0,79.19999999999999
-90.0,82.80000000000001
-90.0,86.40000000000003
-90.0,90.0
-90.0,93.60000000000002
-90.0,97.19999999999999
-90.0,100.80000000000001
-90.0,104.40000000000003
-90.0,108.0
-90.0,111.60000000000002
-90.0,115.19999999999999
-90.0,118.80000000000001
-90.0,122.40000000000003
-90.0,126.0
-90.0,129.60000000000002
-90.0,133.2
-90.0,136.8
-90.0,140.40000000000003
-90.0,144.0
-90.0,147.60000000000002
-90.0,151.2
-90.0,154.8
-90.0,158.40000000000003
-90.0,162.0
-90.0,165.60000000000002
-90.0,169.2
-90.0,172.8
-90.0,176.40000000000003
-86.4,-180.0
-86.4,-176.4
-86.4,-172.8
-86.4,-169.2
-86.4,-165.6
-86.4,-162.0
-86.4,-158.4
-86.4,-154.8
-86.4,-151.2
-86.4,-147.6
-86.4,-144.0
-86.4,-140.4
-86.4,-136.8
-86.4,-133.2
-86.4,-129.6
-86.4,-126.0
-86.4,-122.4
-86.4,-118.8
-86.4,-115.2
-86.4,-111.6
-86.4,-108.0
-86.4,-104.39999999999999
-86.4,-100.8
-86.4,-97.2
-86.4,-93.6
-86.4,-90.0
-86.4,-86.39999999999999
-86.4,-82.8
-86.4,-79.2
-86.4,-75.6
-86.4,-72.0
-86.4,-68.39999999999999
-86.4,-64.8
-86.4,-61.2
-86.4,-57.599999999999994
-86.4,-54.0
-86.4,-50.400000000000006
-86.4,-46.79999999999998
-86.4,-43.19999999999999
-86.4,-39.599999999999994
-86.4,-36.0
-86.4,-32.400000000000006
-86.4,-28.799999999999983
-86.4,-25.19999999999999
-86.4,-21.599999999999994
-86.4,-18.0
-86.4,-14.400000000000006
-86.4,-10.799999999999983
-86.4,-7.199999999999989
-86.4,-3.5999999999999943
-86.4,0.0
-86.4,3.5999999999999943
-86.4,7.200000000000017
-86.4,10.800000000000011
-86.4,14.400000000000006
-86.4,18.0
-86.4,21.599999999999994
-86.4,25.200000000000017
-86.4,28.80000000000001
-86.4,32.400000000000006
-86.4,36.0
-86.4,39.599999999999994
-86.4,43.20000000000002
-86.4,46.80000000000001
-86.4,50.400000000000006
-86.4,54.0
-86.4,57.599999999999994
-86.4,61.20000000000002
-86.4,64.80000000000001
-86.4,68.4
-86.4,72.0
-86.4,75.6
-86.4,79.19999999999999
-86.4,82.80000000000001
-86.4,86.40000000000003
-86.4,90.0
-86.4,93.60000000000002
-86.4,97.19999999999999
-86.4,100.80000000000001
-86.4,104.40000000000003
-86.4,108.0
-86.4,111.60000000000002
-86.4,115.19999999999999
-86.4,118.80000000000001
-86.4,122.40000000000003
-86.4,126.0
-86.4,129.60000000000002
-86.4,133.2
-86.4,136.8
-86.4,140.40000000000003
-86.4,144.0
-86.4,147.60000000000002
-86.4,151.2
-86.4,154.8
-86.4,158.40000000000003
-86.4,162.0
-86.4,165.60000000000002
-86.4,169.2
-86.4,172.8
-86.4,176.40000000000003
-82.8,-180.0
-82.8,-176.4
-82.8,-172.8
-82.8,-169.2
-82.8,-165.6
-82.8,-162.0
-82.8,-158.4
-82.8,-154.8
-82.8,-151.2
-82.8,-147.6
-82.8,-144.0
-82.8,-140.4
-82.8,-136.8
-82.8,-133.2
-82.8,-129.6
-82.8,-126.0
-82.8,-122.4
-82.8,-118.8
-82.8,-115.2
-82.8,-111.6
-82.8,-108.0
-82.8,-104.39999999999999
-82.8,-100.8
-82.8,-97.2
-82.8,-93.6
-82.8,-90.0
-82.8,-86.39999999999999
-82.8,-82.8
-82.8,-79.2
-82.8,-75.6
-82.8,-72.0
-82.8,-68.39999999999999
-82.8,-64.8
-82.8,-61.2
-82.8,-57.599999999999994
-82.8,-54.0
-82.8,-50.400000000000006
-82.8,-46.79999999999998
-82.8,-43.19999999999999
-82.8,-39.599999999999994
-82.8,-36.0
-82.8,-32.400000000000006
-82.8,-28.799999999999983
-82.8,-25.19999999999999
-82.8,-21.599999999999994
-82.8,-18.0
-82.8,-14.400000000000006
-82.8,-10.799999999999983
-82.8,-7.199999999999989
-82.8,-3.5999999999999943
-82.8,0.0
-82.8,3.5999999999999943
-82.8,7.200000000000017
-82.8,10.800000000000011
-82.8,14.400000000000006
-82.8,18.0
-82.8,21.599999999999994
-82.8,25.200000000000017
-82.8,28.80000000000001
-82.8,32.400000000000006
-82.8,36.0
-82.8,39.599999999999994
-82.8,43.20000000000002
-82.8,46.80000000000001
-82.8,50.400000000000006
-82.8,54.0
-82.8,57.599999999999994
-82.8,61.20000000000002
-82.8,64.80000000000001
-82.8,68.4
-82.8,72.0
-82.8,75.6
-82.8,79.19999999999999
-82.8,82.80000000000001
-82.8,86.40000000000003
-82.8,90.0
-82.8,93.60000000000002
-82.8,97.19999999999999
-82.8,100.80000000000001
-82.8,104.40000000000003
-82.8,108.0
-82.8,111.60000000000002
-82.8,115.19999999999999
-82.8,118.80000000000001
-82.8,122.40000000000003
-82.8,126.0
-82.8,129.60000000000002
-82.8,133.2
-82.8,136.8
-82.8,140.40000000000003
-82.8,144.0
-82.8,147.60000000000002
-82.8,151.2
-82.8,154.8
-82.8,158.40000000000003
-82.8,162.0
-82.8,165.60000000000002
-82.8,169.2
-82.8,172.8
-82.8,176.40000000000003
-79.2,-180.0
-79.2,-176.4
-79.2,-172.8
-79.2,-169.2
-79.2,-165.6
-79.2,-162.0
-79.2,-158.4
-79.2,-154.8
-79.2,-151.2
-79.2,-147.6
-79.2,-144.0
-79.2,-140.4
-79.2,-136.8
-79.2,-133.2
-79.2,-129.6
-79.2,-126.0
-79.2,-122.4
-79.2,-118.8
-79.2,-115.2
-79.2,-111.6
-79.2,-108.0
-79.2,-104.39999999999999
-79.2,-100.8
-79.2,-97.2
-79.2,-93.6
-79.2,-90.0
-79.2,-86.39999999999999
-79.2,-82.8
-79.2,-79.2
-79.2,-75.6
-79.2,-72.0
-79.2,-68.39999999999999
-79.2,-64.8
-79.2,-61.2
-79.2,-57.599999999999994
-79.2,-54.0
-79.2,-50.400000000000006
-79.2,-46.79999999999998
-79.2,-43.19999999999999
-79.2,-39.599999999999994
-79.2,-36.0
-79.2,-32.400000000000006
-79.2,-28.799999999999983
-79.2,-25.19999999999999
-79.2,-21.599999999999994
-79.2,-18.0
-79.2,-14.400000000000006
-79.2,-10.799999999999983
-79.2,-7.199999999999989
-79.2,-3.5999999999999943
-79.2,0.0
-79.2,3.5999999999999943
-79.2,7.200000000000017
-79.2,10.800000000000011
-79.2,14.400000000000006
-79.2,18.0
-79.2,21.599999999999994
-79.2,25.200000000000017
-79.2,28.80000000000001
-79.2,32.400000000000006
-79.2,36.0
-79.2,39.599999999999994
-79.2,43.20000000000002
-79.2,46.80000000000001
-79.2,50.400000000000006
-79.2,54.0
-79.2,57.599999999999994
-79.2,61.20000000000002
-79.2,64.80000000000001
-79.2,68.4
-79.2,72.0
-79.2,75.6
-79.2,79.19999999999999
-79.2,82.80000000000001
-79.2,86.40000000000003
-79.2,90.0
-79.2,93.60000000000002
-79.2,97.19999999999999
-79.2,100.80000000000001
-79.2,104.40000000000003
-79.2,108.0
-79.2,111.60000000000002
-79.2,115.19999999999999
-79.2,118.80000000000001
-79.2,122.40000000000003
-79.2,126.0
-79.2,129.60000000000002
-79.2,133.2
-79.2,136.8
-79.2,140.40000000000003
-79.2,144.0
-79.2,147.60000000000002
-79.2,151.2
-79.2,154.8
-79.2,158.40000000000003
-79.2,162.0
-79.2,165.60000000000002
-79.2,169.2
-79.2,172.8
-79.2,176.40000000000003
-75.6,-180.0
-75.6,-176.4
-75.6,-172.8
-75.6,-169.2
-75.6,-165.6
-75.6,-162.0
-75.6,-158.4
-75.6,-154.8
-75.6,-151.2
-75.6,-147.6
-75.6,-144.0
-75.6,-140.4
-75.6,-136.8
-75.6,-133.2
-75.6,-129.6
-75.6,-126.0
-75.6,-122.4
-75.6,-118.8
-75.6,-115.2
-75.6,-111.6
-75.6,-108.0
-75.6,-104.39999999999999
-75.6,-100.8
-75.6,-97.2
-75.6,-93.6
-75.6,-90.0
-75.6,-86.39999999999999
-75.6,-82.8
-75.6,-79.2
-75.6,-75.6
-75.6,-72.0
-75.6,-68.39999999999999
-75.6,-64.8
-75.6,-61.2
-75.6,-57.599999999999994
-75.6,-54.0
-75.6,-50.400000000000006
-75.6,-46.79999999999998
-75.6,-43.19999999999999
-75.6,-39.599999999999994
-75.6,-36.0
-75.6,-32.400000000000006
-75.6,-28.799999999999983
-75.6,-25.19999999999999
-75.6,-21.599999999999994
-75.6,-18.0
-75.6,-14.400000000000006
-75.6,-10.799999999999983
-75.6,-7.199999999999989
-75.6,-3.5999999999999943
-75.6,0.0
