routine,t_avg,t_std,t_med,n
check_action_statuses,0.002,0.003,0.001,78
update_state,0.0,0.0,0.0,78
sense_environment,0.022,0.01,0.018,77
update_state_environment,0.003,0.004,0.001,77
get_environment_broadcasts,0.0,0.0,0.0,77
get_agent_broadcasts,0.0,0.0,0.0,77
sense,0.027,0.011,0.026,77
think,0.093,0.27,0.034,77
perform_broadcast,0.003,0.003,0.002,39
do,0.486,3.347,0.016,77
perform_wait_for_messages,0.673,3.945,0.013,55
perform_state_change,0.784,4.305,0.013,46
perform_measurement,0.025,0.003,0.025,10
