routine,t_avg,t_std,t_med,n
__check_action_completion,0.0,0.0,0.0,518
_wait_for_messages,0.0,0.0,0.0,518
_preplan,0.638,0.0,0.638,1
_get_next_actions,0.0,0.0,0.0,518
preplanner/__get_new_requests,0.0,0.0,0.0,518
preplanner/__update_performed_requests,0.0,0.0,0.0,518
preplanner/_calc_arrival_times,0.165,0.232,0.162,427
preplanner/__update_access_times,0.137,2.863,0.0,518
preplanner/needs_initialized_plan,0.137,2.863,0.0,518
preplanner/_get_available_requests,0.0,0.0,0.0,1
preplanner/_plan_from_path,0.153,0.0,0.153,1
preplanner/initialize_plan,0.487,0.0,0.487,1
