routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.017,0.052,0.0,4351
__check_action_completion,0.0,0.001,0.0,4351
preplanner/update_percepts,0.002,0.008,0.0,4351
preplanner/needs_planning,0.0,0.001,0.0,4351
preplanner/calculate_access_opportunities,0.061,0.07,0.033,864
preplanner/_schedule_observations,0.154,0.191,0.074,864
preplanner/is_observation_path_valid,0.0,0.0,0.0,864
preplanner/_schedule_broadcasts,0.06,0.123,0.0,864
preplanner/_schedule_maneuvers,0.0,0.0,0.0,864
preplanner/__schedule_periodic_replan,0.001,0.007,0.0,864
preplanner/generate_plan,0.216,0.269,0.094,864
replanner/needs_planning,0.0,0.0,0.0,4351
