routine,t_avg,t_std,t_med,n
_read_incoming_messages,7e-05,0.00162,2e-05,2187
__check_action_completion,6e-05,1e-05,6e-05,2187
preplanner/update_percepts,2e-05,0.0,2e-05,2187
preplanner/needs_planning,0.0,0.0,0.0,2187
preplanner/calculate_access_opportunities,0.00044,0.00169,0.00033,864
preplanner/is_observation_path_valid,1e-05,1e-05,1e-05,1847
preplanner/_schedule_observations,0.42207,0.31012,0.38628,864
preplanner/_schedule_broadcasts,1e-05,0.0,1e-05,864
preplanner/_schedule_maneuvers,0.09197,0.15649,0.0152,864
preplanner/__schedule_periodic_replan,0.00119,0.00574,0.00027,864
preplanner/generate_plan,0.51532,0.3581,0.49201,864
preplanner/populate_adjacency_matrix,0.03416,0.09816,2e-05,71
replanner/needs_planning,0.0,0.0,0.0,2187
