routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.018,0.05,0.0,989
__check_action_completion,0.0,0.0,0.0,989
preplanner/update_percepts,0.001,0.009,0.0,989
preplanner/needs_planning,0.0,0.0,0.0,989
preplanner/calculate_access_opportunities,0.107,0.113,0.06,170
preplanner/_schedule_observations,0.334,0.443,0.172,170
preplanner/is_observation_path_valid,0.0,0.0,0.0,170
preplanner/_schedule_broadcasts,0.34,0.577,0.104,170
preplanner/_schedule_maneuvers,0.001,0.001,0.001,170
preplanner/__schedule_periodic_replan,0.005,0.028,0.0,170
preplanner/generate_plan,0.709,0.897,0.293,170
replanner/compile_new_measurement_request_bids,0.0,0.003,0.0,989
replanner/update_percepts,0.008,0.031,0.0,989
replanner/check_request_completion,0.0,0.004,0.0,989
replanner/check_request_end_time,0.0,0.005,0.0,989
replanner/compare_bids,0.0,0.001,0.0,989
replanner/consensus_phase,0.001,0.006,0.0,989
replanner/is_observation_path_valid,0.0,0.001,0.0,5085
replanner/_get_available_requests,0.385,0.338,0.297,928
replanner/needs_planning,0.351,0.336,0.264,989
replanner/planning_phase,0.812,1.01,0.44,34
replanner/_schedule_observations,0.007,0.017,0.001,34
replanner/_schedule_maneuvers,0.02,0.043,0.004,34
replanner/_schedule_broadcasts,0.04,0.041,0.018,34
replanner/_schedule_waits,0.0,0.0,0.0,34
replanner/generate_plan,0.887,1.009,0.489,34
replanner/calc_imaging_time,0.054,0.048,0.03,13
