routine,t_avg,t_std,t_med,n
check_action_statuses,0.002,0.012,0.0,159
update_state,0.0,0.0,0.0,159
sense_environment,0.169,0.086,0.165,158
update_state_environment,0.001,0.008,0.0,158
get_environment_broadcasts,0.0,0.0,0.0,158
get_agent_broadcasts,0.0,0.0,0.0,158
sense,0.172,0.087,0.171,158
think,0.924,5.1,0.096,158
perform_broadcast,0.018,0.036,0.0,8
do,0.114,0.223,0.075,158
perform_wait_for_messages,0.12,0.23,0.077,146
perform_state_change,0.121,0.232,0.079,145
perform_measurement,0.028,0.013,0.024,10
