routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.0,0.002,0.0,1569
__check_action_completion,0.0,0.002,0.0,1569
replanner/__get_new_requests,0.0,0.0,0.0,1569
replanner/__update_performed_requests,0.0,0.0,0.0,1569
replanner/_update_access_times,0.019,0.732,0.0,1569
replanner/update_percepts,0.02,0.732,0.0,1569
replanner/check_request_completion,0.0,0.001,0.0,1569
replanner/check_request_end_time,0.0,0.0,0.0,1569
replanner/compare_bids,0.007,0.156,0.0,1569
replanner/consensus_phase,0.007,0.156,0.0,1569
replanner/needs_planning,0.044,0.163,0.014,1569
replanner/calc_imaging_time,0.016,0.057,0.01,3288
replanner/calc_path_bid,0.033,0.098,0.02,3288
replanner/planning_phase,3.214,17.211,1.289,86
replanner/_schdule_measurements,0.001,0.007,0.0,86
replanner/_schedule_broadcasts,0.048,0.18,0.033,172
replanner/_schedule_maneuvers,0.014,0.03,0.01,86
replanner/_plan_from_path,0.096,0.301,0.044,86
replanner/generate_plan,3.312,17.505,1.333,86
