routine,t_avg,t_std,t_med,n
__check_action_completion,0.0,0.0,0.0,1724
_wait_for_messages,0.0,0.0,0.0,1724
_preplan,0.112,0.186,0.044,24
_get_next_actions,0.0,0.001,0.0,1724
_replan,0.126,0.089,0.11,14
preplanner/__get_new_requests,0.0,0.0,0.0,1724
preplanner/__update_performed_requests,0.0,0.001,0.0,1724
preplanner/_calc_arrival_times,0.259,1.01,0.225,2103
preplanner/__update_access_times,0.317,2.948,0.0,1724
preplanner/needs_initialized_plan,0.317,2.948,0.0,1724
preplanner/_get_available_requests,0.0,0.0,0.0,24
preplanner/_plan_from_path,0.042,0.06,0.026,24
preplanner/initialize_plan,0.112,0.186,0.044,24
replanner/__update_known_requests,0.007,0.012,0.001,1724
replanner/__update_performed_requests,0.0,0.001,0.0,1724
replanner/_calc_arrival_times,0.186,0.096,0.183,2272
replanner/__update_access_times,0.246,2.17,0.001,1724
replanner/needs_replanning,0.272,2.174,0.011,1724
replanner/_get_available_requests,0.001,0.001,0.0,14
replanner/_plan_from_path,0.062,0.047,0.033,14
