Datametrics file based on GRID COVERAGE
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
Mission Duration [Days] is 1.0
time index,GP index,pnt-opt index,lat [deg],lon [deg],observation range [km],look angle [deg],incidence angle [deg],solar zenith [deg]
147,130,,-68.1,158.6,714.9,-10.56,11.74,46.12
151,140,,-65.6,164.9,717.3,12.49,13.89,42.99
154,141,,-65.3,169.1,720.8,14.22,15.81,42.38
329,620,,18.9,-106.7,642.7,9.34,10.28,nan
349,678,,30.3,-102.4,663.8,14.64,16.15,nan
397,811,,55.1,-81.8,677.2,9.83,10.87,nan
426,873,,66.4,-54.3,711.1,14.29,15.87,nan
438,884,,68.0,-36.4,709.3,10.71,11.9,nan
506,757,,46.0,31.3,747.6,-5.88,6.56,nan
571,576,,11.3,48.9,799.6,-15.05,16.92,nan
596,504,,-2.3,53.9,796.8,-13.89,15.61,nan
657,319,,-34.5,69.8,757.0,3.77,4.21,72.17
734,137,,-66.7,124.9,706.9,-2.97,3.3,46.48
787,205,,-54.9,-171.7,670.3,5.19,5.73,43.63
910,583,,12.0,-134.1,637.1,7.67,8.43,88.41
1203,464,,-8.8,34.6,788.1,11.77,13.22,nan
1269,264,,-45.4,49.2,769.4,-13.61,15.24,66.1
1371,172,,-59.8,158.6,684.8,-9.97,11.03,44.13
1585,813,,55.2,-128.5,668.6,-2.78,3.07,nan
1692,764,,46.9,-16.6,752.1,8.27,9.24,nan
1749,606,,15.8,-2.1,782.0,-10.5,11.78,nan
1939,142,,-65.2,102.9,702.9,9.87,10.96,42.2
1961,173,,-59.5,128.6,682.3,7.79,8.62,41.95
2016,340,,-32.9,157.9,650.7,8.59,9.47,54.13
2171,792,,51.7,-157.5,668.5,-6.83,7.55,nan
2333,635,,21.3,-27.4,766.3,3.19,3.58,nan
2470,229,,-52.1,8.1,737.4,-3.5,3.91,59.73
2500,147,,-64.6,32.5,726.0,-9.43,10.5,50.45
2797,861,,64.1,-153.0,691.5,-6.63,7.35,nan
2859,807,,54.3,-79.7,747.0,-11.04,12.32,nan
2894,710,,37.3,-63.3,778.9,-14.18,15.9,nan
2921,644,,23.5,-54.6,768.4,-6.11,6.85,nan
2925,631,,21.0,-54.4,784.9,-12.3,13.8,nan
3246,466,,-8.5,119.4,630.3,1.89,2.08,71.87
3336,732,,42.2,140.6,660.1,9.15,10.09,nan
3422,876,,66.7,-131.4,727.3,11.71,13.03,nan
3424,858,,63.7,-131.2,731.5,-12.6,14.03,nan
3721,147,,-64.6,32.5,701.5,10.37,11.51,41.81
3994,878,,67.1,171.7,696.6,3.81,4.23,nan
4092,691,,32.4,-106.1,776.4,11.8,13.23,nan
4319,153,,-63.5,13.8,698.4,10.71,11.87,41.39
4337,177,,-58.3,33.2,672.7,2.34,2.59,42.44
4364,264,,-45.4,49.2,662.4,8.32,9.18,46.21
4554,825,,58.2,107.8,688.2,12.19,13.49,nan
4870,159,,-62.0,-66.7,732.8,11.63,12.95,49.25
4876,139,,-65.9,-62.1,725.5,-10.63,11.83,49.78
5309,605,,15.7,-148.4,796.9,14.63,16.43,nan
5327,547,,5.4,-146.0,773.6,4.97,5.57,nan
5371,426,,-18.5,-136.9,774.5,8.15,9.13,86.34
5390,363,,-28.8,-132.4,766.3,7.27,8.14,78.05
5436,227,,-52.1,-114.6,738.2,5.3,5.91,59.23
5761,868,,65.2,80.2,690.4,5.95,6.59,nan
6279,676,,29.8,10.4,644.3,-5.82,6.41,nan
6307,751,,45.3,19.0,657.0,4.52,4.99,nan
6340,839,,60.2,40.8,676.3,0.32,0.35,nan
6367,870,,65.6,74.3,710.4,-10.94,12.15,nan
6465,681,,30.6,151.9,767.7,-8.31,9.3,nan
6621,218,,-53.2,-167.9,761.5,-14.31,16.0,61.64
6733,248,,-48.0,-49.3,673.5,-12.4,13.7,46.91
6901,754,,45.6,-5.0,655.4,0.44,0.49,nan
6999,843,,60.4,100.6,737.4,10.03,11.18,nan
7344,311,,-37.1,-70.0,666.4,13.46,14.86,49.05
7428,567,,9.3,-48.6,630.7,-1.91,2.1,84.6
7480,714,,37.7,-34.1,662.4,-11.49,12.67,nan
7534,862,,64.1,-2.3,698.5,11.75,13.03,nan
7540,871,,65.8,5.0,701.9,11.35,12.6,nan
7573,874,,66.4,54.5,723.7,10.07,11.2,nan
7628,735,,42.5,94.6,753.7,-6.85,7.65,nan
7790,270,,-44.2,135.4,748.3,-4.88,5.45,67.87
7810,211,,-53.9,145.4,736.2,-5.11,5.7,59.97
7816,202,,-55.6,151.4,736.4,7.75,8.64,56.51
7832,156,,-63.1,163.2,725.5,-8.02,8.92,52.53
8215,752,,45.5,67.1,750.4,-6.84,7.64,nan
8242,684,,31.3,76.0,778.4,-12.39,13.89,nan
8306,497,,-3.1,90.6,777.5,-7.29,8.18,nan
8415,173,,-59.5,128.6,735.2,-9.18,10.24,56.07
8429,155,,-63.2,144.3,716.6,4.03,4.48,50.21
8463,134,,-66.9,-167.5,699.4,-9.27,10.28,44.0
8551,376,,-26.8,-111.0,651.5,-11.49,12.65,57.93
