routine,t_avg,t_std,t_med,n
ENVIRONMENT_wait,-1.0,0.0,-1.0,0
img_0_wait,0.142,0.08,0.172,5
sar_0_wait,0.135,0.074,0.155,5
clock_wait,0.145,0.08,0.174,5
sim_runtime,0.727,0.0,0.727,1
