routine,t_avg,t_std,t_med,n
check_action_statuses,0.003,0.016,0.0,441
update_state,0.0,0.0,0.0,441
sense_environment,0.18,0.101,0.177,440
update_state_environment,0.002,0.009,0.0,440
get_environment_broadcasts,0.012,0.031,0.0,440
get_agent_broadcasts,0.078,0.137,0.0,440
sense,0.276,0.182,0.237,440
think,0.255,0.399,0.113,440
perform_wait_for_messages,0.19,0.198,0.142,295
do,0.182,0.179,0.144,440
perform_broadcast,0.007,0.022,0.0,194
perform_state_change,0.132,0.089,0.127,79
perform_observation,0.187,0.111,0.161,121
