routine,t_avg,t_std,t_med,n
check_action_statuses,0.0,0.001,0.0,5885
update_state,0.0,0.0,0.0,5885
sense_environment,0.06,0.033,0.056,5884
update_state_environment,0.0,0.001,0.0,5884
get_environment_broadcasts,0.001,0.004,0.0,5884
get_agent_broadcasts,0.005,0.01,0.0,5884
sense,0.066,0.035,0.063,5884
think,0.05,0.041,0.04,5884
perform_broadcast,0.003,0.004,0.001,481
do,0.04,0.035,0.031,5884
perform_wait_for_messages,0.04,0.036,0.031,5403
perform_state_change,0.036,0.031,0.028,533
perform_observation,0.034,0.026,0.026,471
