t,x_pos,y_pos,z_pos,x_vel,y_vel,z_vel,attitude,status
0.0,0.0,2765.318,6514.682,-7.505,0.029,0.069,0.0,SENSING
0.0,0.0,2765.318,6514.682,-7.505,0.029,0.069,0.0,LISTENING
100.0,-748.536,2752.785,6485.058,-7.463,-0.28,-0.661,0.0,SENSING
100.0,-748.536,2752.785,6485.058,-7.463,-0.28,-0.661,0.0,LISTENING
108.444,-811.476,2750.314,6479.221,-7.455,-0.306,-0.722,0.0,SENSING
108.444,-811.476,2750.314,6479.221,-7.455,-0.306,-0.722,0.0,LISTENING
110.0,-823.067,2749.835,6478.089,-7.454,-0.311,-0.734,0.0,SENSING
110.0,-823.067,2749.835,6478.089,-7.454,-0.311,-0.734,0.0,LISTENING
188.037,-1400.873,2716.312,6398.892,-7.357,-0.549,-1.296,0.0,SENSING
188.037,-1400.873,2716.312,6398.892,-7.357,-0.549,-1.296,0.0,LISTENING
190.0,-1415.302,2715.23,6396.336,-7.354,-0.555,-1.31,0.0,SENSING
190.0,-1415.302,2715.23,6396.336,-7.354,-0.555,-1.31,0.0,LISTENING
200.0,-1488.706,2709.537,6382.887,-7.338,-0.586,-1.381,0.0,SENSING
200.0,-1488.706,2709.537,6382.887,-7.338,-0.586,-1.381,0.0,LISTENING
300.0,-2212.284,2636.153,6209.533,-7.131,-0.883,-2.084,0.0,SENSING
300.0,-2212.284,2636.153,6209.533,-7.131,-0.883,-2.084,0.0,LISTENING
400.0,-2911.28,2533.537,5967.141,-6.846,-1.171,-2.762,0.0,SENSING
400.0,-2911.28,2533.537,5967.141,-6.846,-1.171,-2.762,0.0,LISTENING
500.0,-3578.019,2402.911,5658.601,-6.486,-1.444,-3.406,0.0,SENSING
500.0,-3578.019,2402.911,5658.601,-6.486,-1.444,-3.406,0.0,LISTENING
600.0,-4205.226,2245.793,5287.508,-6.056,-1.701,-4.012,0.0,SENSING
600.0,-4205.226,2245.793,5287.508,-6.056,-1.701,-4.012,0.0,LISTENING
608.829,-4258.471,2230.706,5251.877,-6.014,-1.723,-4.063,0.0,SENSING
608.829,-4258.471,2230.706,5251.877,-6.014,-1.723,-4.063,0.0,MANEUVERING
608.829,-4258.471,2230.706,5251.877,-6.014,-1.723,-4.063,0.0,LISTENING
610.0,-4265.506,2228.691,5247.117,-6.009,-1.726,-4.07,1.171,MANEUVERING
610.0,-4265.506,2228.691,5247.117,-6.009,-1.726,-4.07,1.171,SENSING
610.0,-4265.506,2228.691,5247.117,-6.009,-1.726,-4.07,1.171,MEASURING
610.0,-4265.506,2228.691,5247.117,-6.009,-1.726,-4.07,1.171,SENSING
610.0,-4265.506,2228.691,5247.117,-6.009,-1.726,-4.07,1.171,LISTENING
638.189,-4432.876,2179.168,5130.157,-5.874,-1.794,-4.232,1.171,SENSING
638.189,-4432.876,2179.168,5130.157,-5.874,-1.794,-4.232,1.171,MANEUVERING
638.189,-4432.876,2179.168,5130.157,-5.874,-1.794,-4.232,1.171,LISTENING
640.0,-4443.497,2175.921,5122.489,-5.865,-1.799,-4.242,-0.64,MANEUVERING
640.0,-4443.497,2175.921,5122.489,-5.865,-1.799,-4.242,-0.64,SENSING
640.0,-4443.497,2175.921,5122.489,-5.865,-1.799,-4.242,-0.64,MEASURING
640.0,-4443.497,2175.921,5122.489,-5.865,-1.799,-4.242,-0.64,SENSING
640.0,-4443.497,2175.921,5122.489,-5.865,-1.799,-4.242,-0.64,LISTENING
700.0,-4786.091,2063.98,4858.119,-5.56,-1.939,-4.572,-0.64,SENSING
700.0,-4786.091,2063.98,4858.119,-5.56,-1.939,-4.572,-0.64,LISTENING
800.0,-5314.343,1859.527,4375.299,-5.004,-2.154,-5.08,-0.64,SENSING
800.0,-5314.343,1859.527,4375.299,-5.004,-2.154,-5.08,-0.64,LISTENING
859.201,-5599.94,1728.743,4066.469,-4.649,-2.271,-5.355,-0.64,SENSING
859.201,-5599.94,1728.743,4066.469,-4.649,-2.271,-5.355,-0.64,LISTENING
860.0,-5603.65,1726.931,4062.191,-4.644,-2.272,-5.358,-0.64,SENSING
860.0,-5603.65,1726.931,4062.191,-4.644,-2.272,-5.358,-0.64,LISTENING
898.411,-5777.317,1638.441,3853.244,-4.404,-2.343,-5.525,-0.64,SENSING
898.411,-5777.317,1638.441,3853.244,-4.404,-2.343,-5.525,-0.64,LISTENING
900.0,-5784.301,1634.723,3844.463,-4.394,-2.346,-5.532,-0.64,SENSING
900.0,-5784.301,1634.723,3844.463,-4.394,-2.346,-5.532,-0.64,LISTENING
1000.0,-6190.937,1392.061,3271.521,-3.737,-2.512,-5.922,-0.64,SENSING
1000.0,-6190.937,1392.061,3271.521,-3.737,-2.512,-5.922,-0.64,LISTENING
1049.979,-6369.053,1264.92,2971.356,-3.394,-2.584,-6.093,-0.64,SENSING
1049.979,-6369.053,1264.92,2971.356,-3.394,-2.584,-6.093,-0.64,LISTENING
1050.0,-6369.126,1264.865,2971.226,-3.394,-2.584,-6.093,-0.64,SENSING
1050.0,-6369.126,1264.865,2971.226,-3.394,-2.584,-6.093,-0.64,LISTENING
1058.516,-6397.753,1242.847,2919.247,-3.334,-2.596,-6.121,-0.64,SENSING
1058.516,-6397.753,1242.847,2919.247,-3.334,-2.596,-6.121,-0.64,LISTENING
1060.0,-6402.69,1239.0,2910.165,-3.324,-2.598,-6.125,-0.64,SENSING
1060.0,-6402.69,1239.0,2910.165,-3.324,-2.598,-6.125,-0.64,LISTENING
