routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.00383,0.02435,1e-05,83
__check_action_completion,5e-05,1e-05,5e-05,83
preplanner/update_percepts,0.00015,0.00092,2e-05,83
preplanner/needs_planning,0.0,0.0,0.0,83
preplanner/calculate_access_opportunities,0.02794,0.0,0.02794,1
preplanner/_schedule_observations,0.85263,0.0,0.85263,1
preplanner/is_observation_path_valid,0.00081,0.0,0.00081,1
preplanner/_create_broadcast_path,0.018,0.0,0.018,1
preplanner/_schedule_broadcasts,0.30409,0.0,0.30409,1
preplanner/_schedule_maneuvers,0.60054,0.0,0.60054,1
preplanner/__schedule_periodic_replan,0.01609,0.0,0.01609,1
preplanner/generate_plan,1.87005,0.0,1.87005,1
replanner/needs_planning,0.0,0.0,0.0,83
