routine,t_avg,t_std,t_med,n
check_action_statuses,0.0,0.0,0.0,550
update_state,0.0,0.0,0.0,550
sense_environment,0.052,0.029,0.047,549
update_state_environment,0.0,0.0,0.0,549
get_environment_broadcasts,0.0,0.0,0.0,549
get_agent_broadcasts,0.0,0.0,0.0,549
sense,0.052,0.029,0.047,549
think,0.163,3.079,0.023,549
perform_state_change,0.072,0.107,0.067,1664
do,0.236,0.373,0.056,549
perform_measurement,0.016,0.013,0.011,81
perform_wait_for_messages,0.053,0.027,0.048,158
perform_broadcast,0.0,0.0,0.0,9
