routine,t_avg,t_std,t_med,n
__check_action_completion,0.0,0.0,0.0,549
_wait_for_messages,0.0,0.0,0.0,549
_preplan,3.29,0.0,3.29,1
_get_next_actions,0.0,0.0,0.0,549
preplanner/__get_new_requests,0.0,0.0,0.0,549
preplanner/__update_performed_requests,0.0,0.0,0.0,549
preplanner/_calc_arrival_times,0.138,0.078,0.148,427
preplanner/__update_access_times,0.108,2.327,0.0,549
preplanner/needs_initialized_plan,0.108,2.327,0.0,549
preplanner/_get_available_requests,0.0,0.0,0.0,1
preplanner/_plan_from_path,0.453,0.0,0.453,1
preplanner/initialize_plan,3.113,0.0,3.113,1
