routine,t_avg,t_std,t_med,n
check_action_statuses,0.0,0.001,0.0,1016
update_state,0.0,0.0,0.0,1016
sense_environment,0.043,0.019,0.04,1015
update_state_environment,0.0,0.0,0.0,1015
get_environment_broadcasts,0.001,0.003,0.0,1015
get_agent_broadcasts,0.001,0.004,0.0,1015
sense,0.045,0.019,0.042,1015
think,0.028,0.015,0.027,1015
perform_broadcast,0.001,0.001,0.001,23
do,0.023,0.021,0.014,1015
perform_wait_for_messages,0.024,0.022,0.015,931
perform_state_change,0.017,0.013,0.012,87
perform_observation,0.01,0.01,0.006,80
