Contacts between Entity1 with id imaging_sat_0_0 with Entity2 with id imaging_sat_2_0
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
start index,end index
30,137
327,434
623,730
919,1027
1216,1323
1512,1620
1809,1916
2105,2213
2402,2509
2698,2806
2995,3102
3291,3399
3588,3695
3884,3992
4180,4288
4477,4584
4773,4881
5070,5177
5366,5474
5663,5770
5959,6067
6256,6363
6552,6660
6849,6956
7145,7253
7442,7549
7738,7846
8035,8142
8331,8438
8628,8640
