routine,t_avg,t_std,t_med,n
check_action_statuses,0.002,0.011,0.0,861
update_state,0.0,0.0,0.0,861
sense_environment,0.106,0.083,0.097,860
update_state_environment,0.001,0.016,0.0,860
get_environment_broadcasts,0.014,0.031,0.0,860
get_agent_broadcasts,0.018,0.051,0.0,860
sense,0.141,0.113,0.124,860
think,0.759,1.392,0.043,860
perform_broadcast,0.007,0.018,0.0,103
do,0.182,0.323,0.063,860
perform_wait_for_messages,0.244,0.387,0.068,553
perform_state_change,0.04,0.036,0.023,219
perform_observation,0.073,0.049,0.062,289
