gp_index,lat [deg],lon [deg],start time [s],duration [s],severity,measurements
85,64.28571428571428,-154.28571428571428,67163.61392932873,10800.0,76.03711791272431,"[visual,sar]"
68,12.85714285714286,128.57142857142856,40427.22898663274,10800.0,97.87605626755138,"[sar,thermal]"
46,-12.85714285714286,-77.14285714285714,57995.435655095,10800.0,67.92237199011124,"[thermal,visual]"
58,12.85714285714286,-128.57142857142856,19670.08589627893,10800.0,18.305109471620906,"[sar,visual]"
90,64.28571428571428,-25.71428571428572,85597.19234185155,10800.0,41.57281494999725,"[sar,visual]"
98,90.0,-180.0,61917.177937268134,10800.0,94.55914886158723,"[thermal,sar]"
36,-38.57142857142857,25.71428571428572,21787.655170610447,10800.0,9.286027402458918,"[sar,visual]"
99,90.0,-154.28571428571428,25143.785738988205,10800.0,76.97719525404014,"[sar,visual]"
84,64.28571428571428,-180.0,32928.44859660207,10800.0,22.80940952265339,"[thermal,visual]"
111,90.0,154.28571428571428,77357.25588691098,10800.0,11.97010077074686,"[visual,thermal]"
35,-38.57142857142857,0.0,41902.25453606469,10800.0,47.11797559928665,"[sar,thermal]"
91,64.28571428571428,0.0,38860.92180260145,10800.0,7.499317994693245,"[sar,visual]"
17,-64.28571428571428,-102.85714285714286,10919.692743840678,10800.0,63.25664501560831,"[visual,thermal]"
97,64.28571428571428,154.28571428571428,25264.36105912352,10800.0,69.48564982298262,"[visual,sar]"
105,90.0,0.0,74957.05018237414,10800.0,24.17132653406371,"[visual,thermal]"
75,38.57142857142858,-51.428571428571416,544.9784554300563,10800.0,70.6364148598781,"[visual,thermal]"
59,12.85714285714286,-102.85714285714286,81995.47437820536,10800.0,37.5556389962358,"[visual,sar]"
25,-64.28571428571428,102.85714285714288,3786.738091233959,10800.0,20.10458491996312,"[sar,thermal]"
70,38.57142857142858,-180.0,8503.03692839614,10800.0,26.768957816772065,"[thermal,visual]"
26,-64.28571428571428,128.57142857142856,8840.446582270863,10800.0,63.17864585819149,"[sar,visual]"
21,-64.28571428571428,0.0,51069.176296170874,10800.0,8.538186914240509,"[thermal,sar]"
78,38.57142857142858,25.71428571428572,18678.622015169225,10800.0,1.6132716986093754,"[sar,thermal]"
78,38.57142857142858,25.71428571428572,65936.14046215474,10800.0,53.057454170392816,"[sar,visual]"
33,-38.57142857142857,-51.428571428571416,14492.311195632064,10800.0,83.68633875135679,"[thermal,sar]"
108,90.0,77.14285714285717,56439.063898727916,10800.0,3.1679376905519807,"[thermal,sar]"
86,64.28571428571428,-128.57142857142856,76830.60924815385,10800.0,38.83288507807695,"[visual,sar]"
13,-90.0,154.28571428571428,2078.854737205332,10800.0,86.62113315051484,"[sar,visual]"
43,-12.85714285714286,-154.28571428571428,70904.53320069218,10800.0,22.26571515859369,"[thermal,sar]"
63,12.85714285714286,0.0,3300.0508479801956,10800.0,92.3574823688196,"[thermal,sar]"
88,64.28571428571428,-77.14285714285714,62653.83627707374,10800.0,37.83889097274001,"[sar,thermal]"
32,-38.57142857142857,-77.14285714285714,29638.306901930388,10800.0,31.285007597629345,"[visual,thermal]"
23,-64.28571428571428,51.428571428571445,53265.40231214216,10800.0,14.162652410753529,"[visual,sar]"
16,-64.28571428571428,-128.57142857142856,66098.37043435666,10800.0,45.00293778373972,"[sar,visual]"
105,90.0,0.0,19535.52470490841,10800.0,85.85821931083585,"[visual,sar]"
18,-64.28571428571428,-77.14285714285714,65238.45695711619,10800.0,74.43652039670768,"[thermal,sar]"
24,-64.28571428571428,77.14285714285717,60981.50971936708,10800.0,80.38216540619804,"[visual,sar]"
90,64.28571428571428,-25.71428571428572,72008.31934050612,10800.0,68.03051313498966,"[visual,sar]"
49,-12.85714285714286,0.0,39687.222029836994,10800.0,77.92012881552631,"[visual,sar]"
57,12.85714285714286,-154.28571428571428,64036.298249400614,10800.0,82.20399089186068,"[visual,thermal]"
110,90.0,128.57142857142856,16334.359517803603,10800.0,86.55496668131248,"[thermal,sar]"
97,64.28571428571428,154.28571428571428,5154.628640192973,10800.0,12.934153549310956,"[sar,visual]"
64,12.85714285714286,25.71428571428572,84407.46180007978,10800.0,21.900837849515998,"[visual,thermal]"
81,38.57142857142858,102.85714285714288,20871.56658291633,10800.0,49.40820160202738,"[thermal,visual]"
6,-90.0,-25.71428571428572,21484.222636118957,10800.0,20.76547756954412,"[visual,thermal]"
40,-38.57142857142857,128.57142857142856,82133.70347459565,10800.0,65.76413160134365,"[sar,visual]"
55,-12.85714285714286,154.28571428571428,10589.393725847032,10800.0,88.85549195687746,"[visual,sar]"
81,38.57142857142858,102.85714285714288,73680.19346832849,10800.0,90.7459550476868,"[visual,sar]"
87,64.28571428571428,-102.85714285714286,56798.73158162697,10800.0,25.540916689497184,"[visual,thermal]"
3,-90.0,-102.85714285714286,42140.68262440424,10800.0,35.22290176736033,"[sar,visual]"
23,-64.28571428571428,51.428571428571445,36057.60154621986,10800.0,51.61489213936796,"[sar,visual]"
97,64.28571428571428,154.28571428571428,81432.58111354215,10800.0,9.504394660961202,"[visual,sar]"
99,90.0,-154.28571428571428,3711.824573215252,10800.0,96.53853368254534,"[thermal,visual]"
64,12.85714285714286,25.71428571428572,39917.3075427098,10800.0,98.56416031560666,"[thermal,sar]"
6,-90.0,-25.71428571428572,32524.756923699708,10800.0,62.45164284842557,"[thermal,sar]"
73,38.57142857142858,-102.85714285714286,75958.34851041861,10800.0,35.4116904600199,"[sar,thermal]"
80,38.57142857142858,77.14285714285717,55694.954331359855,10800.0,97.96374859468709,"[sar,visual]"
43,-12.85714285714286,-154.28571428571428,44782.564939020456,10800.0,18.207333361573852,"[visual,sar]"
92,64.28571428571428,25.71428571428572,24227.988381214163,10800.0,76.63850395747335,"[visual,sar]"
77,38.57142857142858,0.0,48352.0906444481,10800.0,28.07783175771934,"[visual,sar]"
10,-90.0,77.14285714285717,53454.51102639309,10800.0,70.89462754242119,"[sar,visual]"
66,12.85714285714286,77.14285714285717,31788.840391171423,10800.0,79.48582691198588,"[thermal,visual]"
105,90.0,0.0,50902.969234615484,10800.0,89.38048002939617,"[visual,thermal]"
65,12.85714285714286,51.428571428571445,72612.98436409078,10800.0,10.756960502418512,"[thermal,visual]"
100,90.0,-128.57142857142856,71908.30999066631,10800.0,22.78386858618372,"[sar,visual]"
42,-12.85714285714286,-180.0,44326.67299695779,10800.0,19.281895399038007,"[thermal,sar]"
109,90.0,102.85714285714288,53905.70588713036,10800.0,29.820325792519952,"[sar,visual]"
101,90.0,-102.85714285714286,9868.289314711732,10800.0,71.97334305832153,"[sar,thermal]"
79,38.57142857142858,51.428571428571445,60014.75870194276,10800.0,29.946678892961597,"[visual,thermal]"
11,-90.0,102.85714285714288,46248.32411997418,10800.0,12.814070273165202,"[sar,visual]"
51,-12.85714285714286,51.428571428571445,14276.705563409247,10800.0,73.20619820651704,"[visual,sar]"
44,-12.85714285714286,-128.57142857142856,36738.905924860715,10800.0,49.964078445801185,"[visual,thermal]"
59,12.85714285714286,-102.85714285714286,3532.165449141538,10800.0,51.20786875829009,"[visual,thermal]"
93,64.28571428571428,51.428571428571445,25471.549291905627,10800.0,16.188536920852357,"[thermal,sar]"
68,12.85714285714286,128.57142857142856,4369.90308470767,10800.0,63.53134975733518,"[thermal,visual]"
7,-90.0,0.0,84167.55548817241,10800.0,69.6788994610692,"[visual,sar]"
93,64.28571428571428,51.428571428571445,71129.85075949972,10800.0,40.16018337943807,"[visual,sar]"
72,38.57142857142858,-128.57142857142856,80569.02662669975,10800.0,20.751675753657683,"[sar,thermal]"
36,-38.57142857142857,25.71428571428572,35010.53728212618,10800.0,68.25216548141421,"[sar,thermal]"
92,64.28571428571428,25.71428571428572,48772.2662271216,10800.0,7.017767184849843,"[sar,visual]"
41,-38.57142857142857,154.28571428571428,54464.57216521313,10800.0,75.60516479723822,"[thermal,visual]"
14,-64.28571428571428,-180.0,37723.28375543317,10800.0,75.75362545589391,"[sar,thermal]"
6,-90.0,-25.71428571428572,3347.7882123607264,10800.0,55.1823921329467,"[sar,thermal]"
26,-64.28571428571428,128.57142857142856,26821.60780022252,10800.0,8.244199649092298,"[sar,visual]"
62,12.85714285714286,-25.71428571428572,54107.42840283294,10800.0,42.62767055255215,"[thermal,sar]"
10,-90.0,77.14285714285717,74751.46373875655,10800.0,27.248644839517855,"[thermal,visual]"
0,-90.0,-180.0,38630.50676067955,10800.0,57.60202503256261,"[thermal,sar]"
33,-38.57142857142857,-51.428571428571416,36691.86496607143,10800.0,28.85228674883341,"[visual,sar]"
102,90.0,-77.14285714285714,45577.41387955991,10800.0,10.538839721442317,"[visual,thermal]"
111,90.0,154.28571428571428,25537.466973141476,10800.0,10.201101517510658,"[sar,visual]"
68,12.85714285714286,128.57142857142856,76138.9115039212,10800.0,84.22058696870582,"[sar,visual]"
87,64.28571428571428,-102.85714285714286,67829.42214401139,10800.0,51.63242256631452,"[thermal,visual]"
40,-38.57142857142857,128.57142857142856,17213.77637160746,10800.0,11.80725819663272,"[sar,thermal]"
65,12.85714285714286,51.428571428571445,56712.84463939387,10800.0,56.429746655038635,"[visual,sar]"
42,-12.85714285714286,-180.0,1919.394204849831,10800.0,5.919511787090559,"[thermal,visual]"
79,38.57142857142858,51.428571428571445,76517.36069337968,10800.0,82.86713030851543,"[sar,thermal]"
32,-38.57142857142857,-77.14285714285714,49320.64751568369,10800.0,9.2363405587922,"[sar,visual]"
60,12.85714285714286,-77.14285714285714,43063.68952030456,10800.0,26.093414288832072,"[thermal,sar]"
22,-64.28571428571428,25.71428571428572,76266.19721560858,10800.0,21.970886794475675,"[visual,thermal]"
35,-38.57142857142857,0.0,28409.5537935808,10800.0,57.932500970716674,"[sar,thermal]"
110,90.0,128.57142857142856,54076.35370349385,10800.0,58.18187648652645,"[visual,thermal]"
