Eclipse times for Spacecraft with id imaging_sat_2_1
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
start index,end index
0,35
457,628
1051,1220
1644,1813
2237,2406
2831,2998
3424,3591
4018,4184
4611,4776
5204,5369
5798,5962
6391,6554
6985,7147
7578,7740
8172,8332
