routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.0,0.004,0.0,2376
__check_action_completion,0.001,0.006,0.0,2376
replanner/__get_new_requests,0.0,0.001,0.0,2376
replanner/__update_performed_requests,0.0,0.002,0.0,2376
replanner/_update_access_times,0.067,0.676,0.0,2376
replanner/update_percepts,0.103,0.68,0.001,2376
replanner/compile_external_plan_bids,0.0,0.0,0.0,2376
replanner/compile_new_measurement_request_bids,0.002,0.012,0.0,2376
replanner/check_request_completion,0.0,0.0,0.0,2376
replanner/check_request_end_time,0.0,0.004,0.0,2376
replanner/compare_bids,0.047,0.139,0.002,2376
replanner/consensus_phase,0.047,0.139,0.002,2376
replanner/needs_planning,0.307,0.279,0.242,2376
replanner/_get_available_requests,0.514,0.397,0.46,142
replanner/calc_imaging_time,0.123,0.203,0.044,371
replanner/planning_phase,1.431,1.193,1.109,100
replanner/_schdule_measurements,0.03,0.053,0.01,670
replanner/_schedule_broadcasts,0.105,0.153,0.046,670
replanner/_schedule_maneuvers,0.262,0.228,0.218,670
replanner/_schedule_waits,0.0,0.0,0.0,670
replanner/_plan_from_path,0.398,0.307,0.345,670
replanner/generate_plan,0.899,0.708,0.697,670
