stat_name,val
t_start,2020-01-01 00:00:00+00:00
t_end,2020-01-01 02:24:00+00:00
n_events,790
n_gps,
n_gps_accessible,
n_gps_access_ptg,
n_gps_obs,777
n_events_obs,1
n_event_partially_co_obs,1
n_events_fully_co_obs,0
n_co_obs,1
n_events_detected,0
t_runtime,67.42003991299862
