routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.008,0.048,0.0,10168
__check_action_completion,0.0,0.008,0.0,10168
preplanner/update_percepts,0.003,0.026,0.0,10168
preplanner/needs_planning,0.0,0.0,0.0,10168
preplanner/calculate_access_times,0.262,0.0,0.262,1
preplanner/_schedule_observations,297.762,0.0,297.762,1
preplanner/is_observation_path_valid,0.003,0.0,0.003,1
preplanner/_schedule_broadcasts,260.986,0.0,260.986,1
preplanner/_schedule_maneuvers,8.621,0.0,8.621,1
preplanner/__schedule_periodic_replan,0.737,0.0,0.737,1
preplanner/generate_plan,569.107,0.0,569.107,1
replanner/compile_new_measurement_request_bids,0.0,0.007,0.0,10168
replanner/update_percepts,0.02,0.123,0.001,10168
replanner/check_request_completion,0.0,0.002,0.0,10168
replanner/check_request_end_time,0.0,0.0,0.0,10168
replanner/compare_bids,0.002,0.025,0.0,10168
replanner/consensus_phase,0.002,0.025,0.0,10168
replanner/is_observation_path_valid,0.01,0.076,0.001,484546
replanner/needs_planning,0.067,0.296,0.0,10168
replanner/_get_available_requests,1.806,2.078,0.88,1723
replanner/planning_phase,7.554,21.241,3.17,728
replanner/_schedule_observations,6.508,7.371,3.515,728
replanner/_schedule_maneuvers,3.001,4.271,0.82,728
replanner/_schedule_broadcasts,0.502,0.725,0.145,728
replanner/_schedule_waits,0.0,0.0,0.0,728
replanner/generate_plan,17.767,22.95,10.851,728
replanner/calc_imaging_time,0.142,0.221,0.063,54
