routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.001,0.002,0.0,5256
__check_action_completion,0.0,0.0,0.0,5256
preplanner/update_percepts,0.0,0.0,0.0,5256
preplanner/needs_planning,0.0,0.0,0.0,5256
preplanner/calculate_access_times,0.272,0.0,0.272,1
preplanner/_schedule_observations,0.772,0.0,0.772,1
preplanner/is_observation_path_valid,0.003,0.0,0.003,1
preplanner/_schedule_broadcasts,10.955,0.0,10.955,1
preplanner/_schedule_maneuvers,0.632,0.0,0.632,1
preplanner/__schedule_periodic_replan,0.097,0.0,0.097,1
preplanner/generate_plan,12.659,0.0,12.659,1
replanner/compile_new_measurement_request_bids,0.0,0.0,0.0,5256
replanner/update_percepts,0.003,0.009,0.001,5256
replanner/check_request_completion,0.0,0.0,0.0,5256
replanner/check_request_end_time,0.0,0.0,0.0,5256
replanner/compare_bids,0.0,0.0,0.0,5256
replanner/consensus_phase,0.0,0.0,0.0,5256
replanner/is_observation_path_valid,0.001,0.006,0.001,367825
replanner/needs_planning,0.005,0.014,0.0,5256
replanner/_get_available_requests,0.032,0.051,0.028,1393
replanner/planning_phase,2.109,2.766,1.047,387
replanner/_schedule_observations,0.608,0.916,0.456,387
replanner/_schedule_maneuvers,0.193,0.155,0.233,387
replanner/_schedule_broadcasts,0.005,0.005,0.004,387
replanner/_schedule_waits,0.0,0.0,0.0,387
replanner/generate_plan,2.936,3.001,1.834,387
replanner/calc_imaging_time,0.012,0.027,0.009,273
