observer,t_img,lat,lon,range,look,incidence,zenith,instrument_name
vis_sat_0_0,3160.0,-10.0,72.8,796.1,14.11,15.85,,visual
vis_sat_0_0,3400.0,-23.8,76.1,763.8,-1.79,2.0,81.34,visual
vis_sat_0_0,3620.0,-35.1,83.0,759.2,6.05,6.77,71.28,visual
vis_sat_0_0,3990.0,-54.1,98.1,734.8,-3.4,3.8,57.57,visual
therm_sat_1_0,5140.0,42.3,-144.6,747.8,-0.77,0.86,83.3,thermal
therm_sat_0_0,5190.0,39.5,36.7,753.3,-4.79,5.36,,thermal
therm_sat_1_0,5320.0,33.7,-136.9,777.6,12.58,14.1,83.55,thermal
therm_sat_0_0,5410.0,27.4,42.1,790.1,-14.87,16.69,,thermal
therm_sat_1_0,7120.0,-59.5,-79.6,739.5,11.85,13.21,87.61,thermal
therm_sat_1_0,7250.0,-64.7,-67.1,712.6,-0.66,0.73,87.55,thermal
therm_sat_1_0,11080.0,41.5,-169.8,752.0,-5.3,5.93,82.53,thermal
therm_sat_1_0,11460.0,22.0,-157.5,768.1,5.15,5.77,81.22,thermal
therm_sat_0_0,11770.0,4.3,27.1,785.2,-10.53,11.82,,thermal
therm_sat_0_0,11940.0,-5.1,29.9,797.0,-14.0,15.73,,thermal
vis_sat_1_0,17230.0,-31.9,-6.6,652.5,-10.18,11.21,,visual
vis_sat_1_0,17390.0,-22.4,-3.8,636.5,3.37,3.7,,visual
therm_sat_1_0,19100.0,-64.9,-118.3,715.3,-4.3,4.78,86.95,thermal
therm_sat_1_0,19470.0,-66.0,-64.1,707.8,-13.71,15.22,,thermal
therm_sat_1_0,19700.0,-56.2,-43.4,670.7,3.75,4.15,,thermal
therm_sat_1_0,19980.0,-42.5,-28.4,658.4,7.77,8.57,,thermal
therm_sat_1_0,27710.0,55.3,1.6,668.5,-2.2,2.44,,thermal
vis_sat_1_0,27920.0,-62.2,-163.7,718.4,0.75,0.83,86.57,visual
vis_sat_1_0,27960.0,-63.7,-159.7,715.9,-2.05,2.28,86.71,visual
therm_sat_0_0,31170.0,-68.0,42.4,707.7,-9.43,10.48,45.28,thermal
therm_sat_0_0,31450.0,-61.2,78.6,678.8,-4.47,4.94,43.01,thermal
therm_sat_0_0,33810.0,61.5,171.9,686.0,-7.22,8.0,,thermal
therm_sat_0_0,33880.0,63.2,-179.9,698.8,-10.79,11.97,,thermal
therm_sat_1_0,37060.0,-66.9,-168.7,700.0,0.72,0.8,89.36,thermal
therm_sat_1_0,37300.0,-64.3,-134.2,691.7,-9.05,10.03,,thermal
therm_sat_0_0,37320.0,-63.3,47.4,683.2,-4.65,5.15,42.89,thermal
therm_sat_0_0,37370.0,-61.7,52.8,681.0,-5.84,6.46,43.05,thermal
vis_sat_1_0,40130.0,-67.3,-164.9,700.4,-8.38,9.3,89.67,visual
vis_sat_1_0,40210.0,-65.8,-153.7,694.8,-8.62,9.56,,visual
vis_sat_1_0,42850.0,67.0,-29.3,702.8,10.05,11.15,,visual
vis_sat_0_0,45600.0,-58.3,-68.5,725.8,0.62,0.69,54.6,visual
vis_sat_0_0,45680.0,-61.3,-61.3,720.2,0.8,0.89,51.96,visual
therm_sat_0_0,52050.0,63.7,157.1,721.1,-7.78,8.66,,thermal
therm_sat_0_0,52300.0,56.2,-176.9,742.7,9.49,10.6,,thermal
therm_sat_1_0,59560.0,-15.1,14.3,782.3,-10.47,11.75,76.62,thermal
vis_sat_0_0,59620.0,18.5,17.5,635.1,-3.67,4.04,,visual
therm_sat_1_0,59770.0,-25.6,21.0,767.4,6.65,7.45,79.6,thermal
vis_sat_0_0,59850.0,31.5,22.7,642.4,2.47,2.72,,visual
therm_sat_1_0,59930.0,-33.6,26.5,785.2,15.07,16.9,81.68,thermal
therm_sat_1_0,66660.0,-66.7,59.7,703.1,0.48,0.53,88.59,thermal
therm_sat_1_0,66940.0,-62.8,98.2,691.2,8.77,9.72,,thermal
vis_sat_0_0,68130.0,3.8,153.5,801.1,14.96,16.82,,visual
therm_sat_1_0,68250.0,4.1,153.0,645.3,12.17,13.4,,thermal
vis_sat_0_0,68310.0,-6.5,155.8,773.5,5.22,5.85,,visual
therm_sat_1_0,68440.0,14.4,158.2,632.1,-1.4,1.54,,thermal
vis_sat_0_0,69390.0,-62.2,-163.7,738.3,-11.99,13.37,53.91,visual
vis_sat_0_0,69430.0,-63.7,-159.7,738.4,-12.95,14.44,52.75,visual
therm_sat_0_0,71570.0,-22.6,149.4,765.9,4.25,4.76,84.16,thermal
therm_sat_0_0,71800.0,-34.9,155.5,756.2,3.83,4.29,74.13,thermal
therm_sat_0_0,71950.0,-42.6,160.7,748.4,3.79,4.23,67.81,thermal
therm_sat_0_0,75190.0,56.8,-13.8,679.8,-8.47,9.37,,thermal
therm_sat_0_0,75410.0,65.2,7.1,688.5,3.1,3.44,,thermal
therm_sat_0_0,76700.0,20.7,107.5,766.0,-2.06,2.31,,thermal
therm_sat_0_0,76880.0,11.1,111.7,769.6,1.66,1.86,,thermal
therm_sat_1_0,78610.0,-66.3,23.4,700.1,5.83,6.47,,thermal
therm_sat_1_0,78790.0,-63.3,47.4,687.5,6.42,7.12,,thermal
therm_sat_1_0,78840.0,-61.7,52.8,686.0,7.69,8.51,,thermal
therm_sat_0_0,81660.0,67.0,30.1,741.3,15.47,17.25,,thermal
therm_sat_0_0,81810.0,61.3,46.1,723.9,3.58,3.99,,thermal
