routine,t_avg,t_std,t_med,n
check_action_statuses,0.001,0.001,0.001,14
update_state,0.0,0.0,0.0,14
sense_environment,0.504,1.022,0.023,13
update_state_environment,0.002,0.003,0.001,13
get_environment_broadcasts,0.0,0.0,0.0,13
get_agent_broadcasts,0.0,0.0,0.0,13
sense,0.509,1.022,0.03,13
think,21.858,47.172,3.168,13
perform_broadcast,0.002,0.001,0.001,4
do,0.19,0.613,0.011,13
perform_wait_for_messages,0.011,0.005,0.01,8
perform_state_change,0.011,0.004,0.01,7
perform_measurement,0.788,1.078,0.031,3
