routine,t_avg,t_std,t_med,n
check_action_statuses,0.011,0.038,0.0,2278
update_state,0.0,0.001,0.0,2278
sense_environment,0.332,0.235,0.289,2277
update_state_environment,0.005,0.02,0.0,2277
get_environment_broadcasts,0.0,0.0,0.0,2277
get_agent_broadcasts,0.001,0.01,0.0,2277
sense,0.348,0.249,0.302,2277
think,0.841,1.156,0.482,2277
perform_broadcast,0.02,0.044,0.0,2188
do,0.244,2.987,0.058,2277
perform_wait_for_messages,0.314,3.572,0.076,1588
perform_state_change,0.334,3.741,0.094,1447
perform_measurement,0.094,0.085,0.073,37
