Datametrics file based on GRID COVERAGE
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
Mission Duration [Days] is 1.0
time index,GP index,pnt-opt index,lat [deg],lon [deg],observation range [km],look angle [deg],incidence angle [deg],solar zenith [deg]
0,3369,,63.898,-152.119,709.0,-13.63,15.13,89.51
0,4409,,67.062,-154.334,727.0,18.14,20.17,nan
1,3369,,63.898,-152.119,707.5,-12.91,14.33,89.52
1,4409,,67.062,-154.334,721.9,16.81,18.68,nan
2,3369,,63.898,-152.119,712.7,-14.24,15.81,89.52
2,4409,,67.062,-154.334,723.4,16.98,18.88,nan
3,2839,,62.359,-146.628,814.2,-30.38,34.08,89.31
3,3972,,62.526,-146.777,803.1,-29.19,32.71,89.42
4,3972,,62.526,-146.777,800.8,-28.83,32.3,89.43
5,3972,,62.526,-146.777,804.5,-29.14,32.66,89.44
6,2473,,63.087,-142.675,801.4,-28.69,32.15,nan
7,2473,,63.087,-142.675,797.1,-28.1,31.47,nan
8,2473,,63.087,-142.675,798.8,-28.19,31.59,nan
9,4959,,68.188,-140.241,722.7,15.47,17.21,nan
9,4984,,68.064,-140.178,719.4,14.6,16.23,nan
10,4501,,67.888,-139.148,711.0,11.79,13.09,nan
10,4959,,68.188,-140.241,716.3,13.51,15.01,nan
10,4984,,68.064,-140.178,713.0,12.45,13.83,nan
11,3693,,63.348,-135.882,817.4,-29.96,33.63,nan
11,4501,,67.888,-139.148,707.2,10.09,11.2,nan
11,4959,,68.188,-140.241,716.7,13.38,14.87,nan
11,4984,,68.064,-140.178,713.3,12.3,13.67,nan
12,1740,,63.774,-135.367,790.7,-26.79,29.99,nan
12,3693,,63.348,-135.882,811.9,-29.27,32.84,nan
12,4501,,67.888,-139.148,710.3,10.98,12.19,nan
12,4959,,68.188,-140.241,723.8,15.14,16.84,nan
12,4984,,68.064,-140.178,720.3,14.21,15.8,nan
13,1740,,63.774,-135.367,788.3,-26.38,29.52,nan
13,3693,,63.348,-135.882,812.2,-29.21,32.77,nan
14,203,,69.205,-132.466,750.8,20.6,22.98,nan
14,608,,68.667,-132.847,729.3,16.14,17.97,nan
14,1740,,63.774,-135.367,791.9,-26.73,29.93,nan
14,2637,,68.989,-133.726,737.8,18.06,20.11,nan
14,2766,,67.975,-133.009,710.7,10.55,11.72,nan
14,3693,,63.348,-135.882,818.3,-29.78,33.43,nan
14,4452,,68.153,-133.534,712.6,11.29,12.54,nan
15,203,,69.205,-132.466,745.4,19.44,21.67,nan
15,218,,69.541,-131.135,764.0,22.68,25.33,nan
15,608,,68.667,-132.847,725.4,14.97,16.65,nan
15,1526,,67.627,-131.848,704.0,7.08,7.85,nan
15,2637,,68.989,-133.726,737.3,17.79,19.81,nan
15,2766,,67.975,-133.009,707.7,8.97,9.96,nan
15,3133,,69.155,-131.949,744.4,19.25,21.45,nan
15,3682,,67.861,-131.19,710.2,10.07,11.19,nan
15,4452,,68.153,-133.534,711.8,10.7,11.88,nan
16,203,,69.205,-132.466,746.4,19.48,21.72,nan
16,218,,69.541,-131.135,759.9,21.89,24.43,nan
16,608,,68.667,-132.847,728.2,15.48,17.23,nan
16,1526,,67.627,-131.848,702.9,5.86,6.5,nan
16,2637,,68.989,-133.726,743.3,18.88,21.04,nan
16,2766,,67.975,-133.009,711.5,10.26,11.4,nan
16,3081,,69.621,-129.92,766.4,22.94,25.63,nan
16,3133,,69.155,-131.949,743.5,18.9,21.06,nan
16,3682,,67.861,-131.19,706.2,7.88,8.75,nan
16,3776,,66.778,-129.31,706.4,-7.96,8.84,nan
16,4452,,68.153,-133.534,717.7,12.5,13.9,nan
16,4745,,69.419,-129.915,757.3,21.45,23.94,nan
17,203,,69.205,-132.466,753.9,20.71,23.11,nan
17,218,,69.541,-131.135,762.2,22.13,24.71,nan
17,1526,,67.627,-131.848,708.6,8.68,9.64,nan
17,2800,,66.814,-128.513,703.1,-5.44,6.04,nan
17,3081,,69.621,-129.92,764.2,22.46,25.08,nan
17,3133,,69.155,-131.949,748.9,19.81,22.09,nan
17,3282,,66.869,-128.825,701.7,-4.23,4.7,nan
17,3682,,67.861,-131.19,709.0,8.88,9.86,nan
17,3776,,66.778,-129.31,700.7,-3.08,3.42,nan
17,4745,,69.419,-129.915,755.0,20.91,23.33,nan
18,458,,67.275,-126.236,708.4,8.23,9.14,nan
18,597,,66.994,-126.177,708.1,8.05,8.94,nan
18,1502,,67.553,-126.87,707.2,7.58,8.41,nan
18,1912,,66.255,-127.397,707.2,-7.59,8.43,nan
18,1970,,68.613,-126.226,732.7,16.19,18.03,nan
18,2518,,68.201,-126.606,719.5,12.58,13.99,nan
18,2800,,66.814,-128.513,700.6,-1.54,1.71,nan
18,3081,,69.621,-129.92,768.3,22.97,25.66,nan
18,3282,,66.869,-128.825,700.7,-1.67,1.85,nan
18,3441,,65.896,-127.016,715.0,-11.03,12.25,nan
18,3776,,66.778,-129.31,701.8,-3.57,3.96,nan
18,3968,,68.01,-125.92,719.7,12.63,14.04,nan
18,4233,,66.987,-127.391,702.0,3.78,4.2,nan
18,4322,,67.676,-126.256,712.0,9.86,10.96,nan
18,4557,,65.972,-127.301,712.3,-9.99,11.1,nan
18,4733,,67.826,-127.321,709.1,8.58,9.53,nan
18,4745,,69.419,-129.915,759.1,21.47,23.97,nan
19,377,,67.042,-125.258,705.4,6.04,6.71,nan
19,385,,67.238,-125.728,704.1,5.04,5.59,nan
19,458,,67.275,-126.236,702.9,3.88,4.3,nan
19,512,,67.453,-124.678,711.1,9.12,10.14,nan
19,597,,66.994,-126.177,702.0,2.77,3.07,nan
19,968,,65.504,-125.518,724.5,-13.84,15.4,nan
19,1392,,65.306,-125.808,729.1,-15.11,16.82,nan
