routine,t_avg,t_std,t_med,n
__check_action_completion,0.0,0.0,0.0,974
_wait_for_messages,0.0,0.0,0.0,974
_preplan,3.817,0.0,3.817,1
_get_next_actions,0.001,0.003,0.0,974
_replan,0.65,0.455,0.608,22
preplanner/__get_new_requests,0.0,0.0,0.0,974
preplanner/__update_performed_requests,0.0,0.0,0.0,974
preplanner/_calc_arrival_times,0.296,0.092,0.273,101
preplanner/__update_access_times,0.031,0.957,0.0,974
preplanner/needs_initialized_plan,0.031,0.957,0.0,974
preplanner/_get_available_requests,0.0,0.0,0.0,1
preplanner/_plan_from_path,0.681,0.0,0.681,1
preplanner/initialize_plan,3.817,0.0,3.817,1
replanner/__update_known_requests,0.307,0.33,0.136,974
replanner/__update_performed_requests,0.0,0.003,0.0,974
replanner/_calc_arrival_times,0.417,0.159,0.392,130
replanner/__update_access_times,0.058,1.335,0.001,974
replanner/needs_replanning,0.92,1.614,0.462,974
replanner/_get_available_requests,0.001,0.001,0.001,22
replanner/_plan_from_path,0.339,0.275,0.263,22
