routine,t_avg,t_std,t_med,n
check_action_statuses,0.0,0.0,0.0,174
update_state,0.0,0.0,0.0,174
sense_environment,0.04,0.02,0.035,173
update_state_environment,0.0,0.0,0.0,173
get_environment_broadcasts,0.002,0.004,0.0,173
get_agent_broadcasts,0.0,0.003,0.0,173
sense,0.043,0.019,0.037,173
think,0.79,8.853,0.032,173
perform_wait_for_messages,0.294,2.121,0.023,139
do,0.24,1.905,0.022,173
perform_state_change,0.034,0.022,0.029,41
perform_observation,0.02,0.012,0.015,33
perform_broadcast,0.006,0.0,0.006,1
