routine,t_avg,t_std,t_med,n
check_action_statuses,0.0,0.0,0.0,439
update_state,0.0,0.0,0.0,439
sense_environment,0.045,0.023,0.041,438
update_state_environment,0.0,0.0,0.0,438
get_environment_broadcasts,0.0,0.0,0.0,438
get_agent_broadcasts,0.0,0.0,0.0,438
sense,0.046,0.023,0.041,438
think,0.082,1.226,0.021,438
perform_state_change,0.065,0.064,0.068,1829
do,0.275,0.335,0.112,438
perform_measurement,0.017,0.019,0.012,75
perform_wait_for_messages,0.033,0.009,0.03,22
perform_broadcast,0.002,0.002,0.001,10
