routine,t_avg,t_std,t_med,n
__check_action_completion,0.0,0.0,0.0,438
_wait_for_messages,0.0,0.0,0.0,438
_preplan,1.269,0.0,1.269,1
_get_next_actions,0.0,0.0,0.0,438
preplanner/__get_new_requests,0.0,0.0,0.0,438
preplanner/__update_performed_requests,0.0,0.0,0.0,438
preplanner/_calc_arrival_times,0.228,0.063,0.223,101
preplanner/__update_access_times,0.053,1.101,0.0,438
preplanner/needs_initialized_plan,0.053,1.101,0.0,438
preplanner/_get_available_requests,0.0,0.0,0.0,1
preplanner/_plan_from_path,0.479,0.0,0.479,1
preplanner/initialize_plan,1.268,0.0,1.268,1
