Datametrics file based on GRID COVERAGE
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
Mission Duration [Days] is 1.0
time index,GP index,pnt-opt index,lat [deg],lon [deg],observation range [km],look angle [deg],incidence angle [deg],solar zenith [deg]
226,2894,,16.73,-99.653,692.6,-22.83,25.24,nan
226,4033,,17.003,-100.244,667.7,-17.73,19.56,nan
227,610,,18.272,-101.892,637.6,6.57,7.23,nan
227,2894,,16.73,-99.653,689.8,-22.28,24.63,nan
227,4033,,17.003,-100.244,664.1,-16.79,18.51,nan
228,610,,18.272,-101.892,633.6,2.0,2.2,nan
228,2894,,16.73,-99.653,694.2,-23.0,25.44,nan
228,4033,,17.003,-100.244,668.1,-17.7,19.52,nan
229,610,,18.272,-101.892,637.5,6.16,6.77,nan
229,2175,,19.623,-101.648,642.0,8.9,9.79,nan
230,164,,20.314,-102.794,666.4,17.16,18.92,nan
230,856,,19.99,-101.073,639.0,7.02,7.72,nan
230,2175,,19.623,-101.648,636.3,4.91,5.4,nan
230,2681,,19.957,-100.973,639.0,7.0,7.7,nan
231,164,,20.314,-102.794,665.1,16.76,18.49,nan
231,856,,19.99,-101.073,634.2,1.29,1.42,nan
231,2175,,19.623,-101.648,638.4,6.42,7.06,nan
231,2681,,19.957,-100.973,634.1,-0.97,1.07,nan
231,3655,,20.272,-101.09,635.8,4.08,4.48,nan
231,3960,,20.052,-100.667,635.5,-3.8,4.18,nan
231,4866,,20.004,-100.229,640.1,-7.55,8.31,nan
232,856,,19.99,-101.073,637.2,5.19,5.71,nan
232,2681,,19.957,-100.973,637.0,-5.09,5.59,nan
232,3655,,20.272,-101.09,635.4,3.27,3.6,nan
232,3960,,20.052,-100.667,636.0,-4.0,4.4,nan
232,4866,,20.004,-100.229,639.2,-6.78,7.46,nan
233,3655,,20.272,-101.09,642.8,8.77,9.65,nan
233,4866,,20.004,-100.229,646.0,-10.3,11.34,nan
235,4161,,21.734,-98.153,670.1,-17.68,19.5,nan
236,1921,,22.192,-97.851,673.1,-18.32,20.22,nan
236,2485,,22.615,-98.691,647.4,-10.51,11.58,nan
236,2601,,22.211,-98.04,666.7,-16.76,18.49,nan
236,2902,,22.396,-98.125,662.6,-15.67,17.28,nan
236,3042,,22.365,-98.027,665.8,-16.54,18.24,nan
236,4161,,21.734,-98.153,670.2,-17.64,19.46,nan
236,4396,,22.234,-97.908,670.8,-17.77,19.61,nan
237,1921,,22.192,-97.851,674.1,-18.48,20.4,nan
237,2485,,22.615,-98.691,647.3,-10.31,11.35,nan
237,2601,,22.211,-98.04,668.4,-17.1,18.86,nan
237,2902,,22.396,-98.125,662.5,-15.56,17.15,nan
237,3042,,22.365,-98.027,665.7,-16.41,18.1,nan
237,4161,,21.734,-98.153,677.7,-19.28,21.29,nan
