t_msg,Sender,Message Type
0.0,therm_1,PLAN
0.0,therm_0,PLAN
0.0,vis_1,PLAN
0.0,vis_0,PLAN
0.0,sar_1,PLAN
0.0,sar_0,PLAN
280.0,therm_1,OBSERVATION_PERFORMED
280.0,sar_1,OBSERVATION_PERFORMED
280.0,therm_0,OBSERVATION_PERFORMED
280.0,vis_1,OBSERVATION_PERFORMED
280.0,vis_0,OBSERVATION_PERFORMED
280.0,sar_0,OBSERVATION_PERFORMED
300.0,sar_1,OBSERVATION_PERFORMED
300.0,therm_0,OBSERVATION_PERFORMED
300.0,vis_0,OBSERVATION_PERFORMED
300.0,vis_1,OBSERVATION_PERFORMED
300.0,sar_0,OBSERVATION_PERFORMED
300.0,therm_1,OBSERVATION_PERFORMED
320.0,vis_0,OBSERVATION_PERFORMED
320.0,sar_0,OBSERVATION_PERFORMED
320.0,therm_1,OBSERVATION_PERFORMED
320.0,sar_1,OBSERVATION_PERFORMED
320.0,vis_1,OBSERVATION_PERFORMED
320.0,therm_0,OBSERVATION_PERFORMED
330.0,sar_0,OBSERVATION_PERFORMED
330.0,vis_0,OBSERVATION_PERFORMED
330.0,vis_1,OBSERVATION_PERFORMED
330.0,therm_0,OBSERVATION_PERFORMED
330.0,sar_1,OBSERVATION_PERFORMED
330.0,therm_1,OBSERVATION_PERFORMED
500.0,sar_0,OBSERVATION_PERFORMED
500.0,therm_0,OBSERVATION_PERFORMED
500.0,sar_1,OBSERVATION_PERFORMED
500.0,vis_0,OBSERVATION_PERFORMED
500.0,therm_1,OBSERVATION_PERFORMED
500.0,vis_1,OBSERVATION_PERFORMED
510.0,vis_1,OBSERVATION_PERFORMED
510.0,sar_1,OBSERVATION_PERFORMED
510.0,therm_1,OBSERVATION_PERFORMED
510.0,therm_0,OBSERVATION_PERFORMED
510.0,sar_0,OBSERVATION_PERFORMED
510.0,vis_0,OBSERVATION_PERFORMED
520.0,therm_1,OBSERVATION_PERFORMED
520.0,vis_0,OBSERVATION_PERFORMED
520.0,sar_0,OBSERVATION_PERFORMED
520.0,sar_1,OBSERVATION_PERFORMED
520.0,therm_0,OBSERVATION_PERFORMED
520.0,vis_1,OBSERVATION_PERFORMED
560.0,sar_1,OBSERVATION_PERFORMED
560.0,vis_1,OBSERVATION_PERFORMED
560.0,therm_0,OBSERVATION_PERFORMED
560.0,sar_0,OBSERVATION_PERFORMED
560.0,vis_0,OBSERVATION_PERFORMED
560.0,therm_1,OBSERVATION_PERFORMED
580.0,sar_0,OBSERVATION_PERFORMED
580.0,therm_0,OBSERVATION_PERFORMED
580.0,therm_1,OBSERVATION_PERFORMED
580.0,sar_1,OBSERVATION_PERFORMED
580.0,vis_0,OBSERVATION_PERFORMED
580.0,vis_1,OBSERVATION_PERFORMED
610.0,therm_1,OBSERVATION_PERFORMED
610.0,sar_0,OBSERVATION_PERFORMED
610.0,vis_1,OBSERVATION_PERFORMED
610.0,sar_1,OBSERVATION_PERFORMED
610.0,therm_0,OBSERVATION_PERFORMED
610.0,vis_0,OBSERVATION_PERFORMED
620.0,vis_1,OBSERVATION_PERFORMED
620.0,sar_0,OBSERVATION_PERFORMED
620.0,therm_0,OBSERVATION_PERFORMED
620.0,sar_1,OBSERVATION_PERFORMED
620.0,therm_1,OBSERVATION_PERFORMED
620.0,vis_0,OBSERVATION_PERFORMED
629.9999999999999,vis_1,OBSERVATION_PERFORMED
629.9999999999999,therm_1,OBSERVATION_PERFORMED
629.9999999999999,therm_0,OBSERVATION_PERFORMED
629.9999999999999,vis_0,OBSERVATION_PERFORMED
629.9999999999999,sar_1,OBSERVATION_PERFORMED
629.9999999999999,sar_0,OBSERVATION_PERFORMED
640.0,sar_1,OBSERVATION_PERFORMED
640.0,therm_1,OBSERVATION_PERFORMED
640.0,vis_1,OBSERVATION_PERFORMED
640.0,therm_0,OBSERVATION_PERFORMED
640.0,vis_0,OBSERVATION_PERFORMED
640.0,sar_0,OBSERVATION_PERFORMED
650.0,vis_0,OBSERVATION_PERFORMED
650.0,therm_0,OBSERVATION_PERFORMED
650.0,sar_0,OBSERVATION_PERFORMED
650.0,vis_1,OBSERVATION_PERFORMED
650.0,therm_1,OBSERVATION_PERFORMED
650.0,sar_1,OBSERVATION_PERFORMED
710.0,sar_0,OBSERVATION_PERFORMED
710.0,vis_1,OBSERVATION_PERFORMED
710.0,therm_1,OBSERVATION_PERFORMED
710.0,therm_0,OBSERVATION_PERFORMED
710.0,vis_0,OBSERVATION_PERFORMED
710.0,sar_1,OBSERVATION_PERFORMED
750.0,therm_1,OBSERVATION_PERFORMED
750.0,vis_0,OBSERVATION_PERFORMED
750.0,sar_1,OBSERVATION_PERFORMED
750.0,vis_1,OBSERVATION_PERFORMED
750.0,therm_0,OBSERVATION_PERFORMED
750.0,sar_0,OBSERVATION_PERFORMED
770.0,therm_0,OBSERVATION_PERFORMED
770.0,sar_0,OBSERVATION_PERFORMED
770.0,sar_1,OBSERVATION_PERFORMED
770.0,vis_1,OBSERVATION_PERFORMED
770.0,vis_0,OBSERVATION_PERFORMED
770.0,therm_1,OBSERVATION_PERFORMED
780.0,sar_1,OBSERVATION_PERFORMED
780.0,vis_0,OBSERVATION_PERFORMED
780.0,vis_1,OBSERVATION_PERFORMED
780.0,therm_1,OBSERVATION_PERFORMED
780.0,sar_0,OBSERVATION_PERFORMED
780.0,therm_0,OBSERVATION_PERFORMED
800.0,vis_0,OBSERVATION_PERFORMED
800.0,vis_1,OBSERVATION_PERFORMED
800.0,sar_0,OBSERVATION_PERFORMED
800.0,sar_1,OBSERVATION_PERFORMED
800.0,therm_0,OBSERVATION_PERFORMED
800.0,therm_1,OBSERVATION_PERFORMED
810.0,therm_1,OBSERVATION_PERFORMED
810.0,sar_0,OBSERVATION_PERFORMED
810.0,vis_1,OBSERVATION_PERFORMED
810.0,vis_0,OBSERVATION_PERFORMED
810.0,therm_0,OBSERVATION_PERFORMED
810.0,sar_1,OBSERVATION_PERFORMED
820.0,vis_1,OBSERVATION_PERFORMED
820.0,therm_0,OBSERVATION_PERFORMED
820.0,therm_1,OBSERVATION_PERFORMED
820.0,sar_0,OBSERVATION_PERFORMED
820.0,sar_1,OBSERVATION_PERFORMED
820.0,vis_0,OBSERVATION_PERFORMED
830.0,vis_0,OBSERVATION_PERFORMED
830.0,sar_1,OBSERVATION_PERFORMED
830.0,therm_1,OBSERVATION_PERFORMED
830.0,sar_0,OBSERVATION_PERFORMED
830.0,therm_0,OBSERVATION_PERFORMED
830.0,vis_1,OBSERVATION_PERFORMED
840.0,therm_1,OBSERVATION_PERFORMED
840.0,vis_0,OBSERVATION_PERFORMED
840.0,therm_0,OBSERVATION_PERFORMED
840.0,vis_1,OBSERVATION_PERFORMED
840.0,sar_0,OBSERVATION_PERFORMED
840.0,sar_1,OBSERVATION_PERFORMED
850.0,sar_1,OBSERVATION_PERFORMED
850.0,therm_1,OBSERVATION_PERFORMED
850.0,vis_0,OBSERVATION_PERFORMED
850.0,sar_0,OBSERVATION_PERFORMED
850.0,vis_1,OBSERVATION_PERFORMED
