ID,Requester,lat [deg],lon [deg],Severity,t start,t end,t corr,Measurment Types
c2ead97a-7056-11ef-8a83-0ade7690bf05,vis_sat_0_0,64.5,18.100000000000023,59.27389783823853,1700.0,4148.907058895111,2448.907058895111,['sar']
e18b3a53-7056-11ef-8a83-0ade7690bf05,vis_sat_0_1,35.400000000000006,-114.0,70.73407837373692,8040.0,10574.412327895325,2534.412327895325,['thermal']
e27228d7-7056-11ef-8a83-0ade7690bf05,vis_sat_0_0,41.400000000000006,26.200000000000017,30.268683439789942,8140.0,10895.61208445171,2755.61208445171,['sar']
02e1dd33-7057-11ef-8a83-0ade7690bf05,vis_sat_0_1,66.60000000000002,-94.2,6.043747399460697,14640.0,18111.113961039948,3471.1139610399478,['sar']
1268d54f-7057-11ef-8a83-0ade7690bf05,vis_sat_0_0,-18.0,178.90000000000003,87.19707817178423,17470.0,18974.479921783663,1504.4799217836626,['sar']
2edbba3c-7057-11ef-8a83-0ade7690bf05,vis_sat_0_0,-61.5,38.0,36.98025178237649,21960.0,23429.028933242545,1469.0289332425455,['sar']
31ddcdb3-7057-11ef-8a83-0ade7690bf05,sar_sat_0_0,66.60000000000002,-94.2,91.76765653546688,22280.0,23898.94076634596,1618.9407663459606,['thermal']
4159a912-7057-11ef-8a83-0ade7690bf05,therm_sat_0_0,6.1000000000000085,-30.0,54.99696651800603,25100.0,25400.173926906664,300.17392690666384,['visual']
435a02e4-7057-11ef-8a83-0ade7690bf05,vis_sat_0_0,66.60000000000002,-94.2,82.75992942285212,25320.0,28368.90613789749,3048.906137897491,['sar']
4717945e-7057-11ef-8a83-0ade7690bf05,vis_sat_0_0,45.1,-51.79999999999998,70.5952516332732,25850.0,26821.239581946607,971.2395819466074,['sar']
4cd99fe0-7057-11ef-8a83-0ade7690bf05,vis_sat_0_0,-10.299999999999995,-26.799999999999983,45.13218433561055,26880.0,28879.67892053801,1999.6789205380082,['sar']
5e3b1a37-7057-11ef-8a83-0ade7690bf05,sar_sat_0_0,-31.2,-33.79999999999998,0.1438555477427772,30210.0,32491.182457877498,2281.1824578774977,['thermal']
6125a462-7057-11ef-8a83-0ade7690bf05,vis_sat_0_0,54.400000000000006,170.40000000000003,50.069084507732256,30670.0,32670.356060528055,2000.3560605280545,['sar']
64f0e804-7057-11ef-8a83-0ade7690bf05,sar_sat_0_0,-65.1,66.9,32.13728399481959,31340.0,31466.342422613,126.34242261300096,['thermal']
65fe4ca0-7057-11ef-8a83-0ade7690bf05,therm_sat_0_0,-19.5,-46.1,91.13996661667572,31490.0,34089.06964242045,2599.0696424204507,['visual']
659d9122-7057-11ef-8a83-0ade7690bf05,sar_sat_0_0,-56.7,83.0,43.89541365756188,31530.0,33066.83874485793,1536.8387448579306,['visual']
6e469267-7057-11ef-8a83-0ade7690bf05,therm_sat_0_0,-56.7,83.0,12.244841252039029,33070.0,33578.50212730313,508.5021273031307,['visual']
7b5504e0-7057-11ef-8a83-0ade7690bf05,sar_sat_0_0,-5.699999999999989,-67.8,56.53443387784629,35680.0,37425.48503255646,1745.485032556462,['visual']
85725766-7057-11ef-8a83-0ade7690bf05,vis_sat_0_0,48.900000000000006,-109.6,68.63836608877617,37610.0,41188.33813837976,3578.3381383797605,['thermal']
86745dd0-7057-11ef-8a83-0ade7690bf05,therm_sat_0_0,-46.2,-54.89999999999999,63.77910439713855,37930.0,41106.89136644207,3176.891366442069,['sar']
8d4a189b-7057-11ef-8a83-0ade7690bf05,sar_sat_0_0,47.20000000000002,120.5,26.092286650848585,39390.0,39391.09542009155,1.0954200915512047,['visual']
937679d2-7057-11ef-8a83-0ade7690bf05,vis_sat_0_1,-31.4,-75.89999999999999,31.734983368511827,40580.0,41751.99843576791,1171.9984357679132,['thermal']
9448ab46-7057-11ef-8a83-0ade7690bf05,sar_sat_0_0,34.0,-107.7,39.25600197091487,40880.0,43817.14274761119,2937.142747611193,['visual']
a0cba35d-7057-11ef-8a83-0ade7690bf05,vis_sat_0_0,38.1,-124.2,55.41697288249085,43760.0,45598.96482853736,1838.9648285373623,['thermal']
bf0e2514-7057-11ef-8a83-0ade7690bf05,vis_sat_0_0,-66.1,-52.8,19.01005270359738,51870.0,54787.06377567192,2917.0637756719225,['thermal']
c2502f96-7057-11ef-8a83-0ade7690bf05,sar_sat_0_0,54.1,-172.9,49.445813280465046,52350.0,55786.8756911985,3436.8756911984965,['visual']
ca125696-7057-11ef-8a83-0ade7690bf05,therm_sat_0_0,49.5,-175.4,7.962819203032501,53940.0,56158.8736810255,2218.8736810254995,['sar']
d4931739-7057-11ef-8a83-0ade7690bf05,vis_sat_0_1,58.80000000000001,157.3,14.98466285533131,56650.0,57265.80815210199,615.8081521019922,['thermal']
d61add38-7057-11ef-8a83-0ade7690bf05,therm_sat_0_0,-41.3,-1.6999999999999886,38.01489444674041,57090.0,59485.13483466667,2395.134834666671,['visual']
d686ee74-7057-11ef-8a83-0ade7690bf05,vis_sat_0_0,-52.3,-129.8,68.92569069719602,57310.0,58835.27381455454,1525.2738145545372,['thermal']
f335d19c-7057-11ef-8a83-0ade7690bf05,therm_sat_0_0,52.70000000000002,20.40000000000001,59.6469248883604,64720.0,66043.69379243796,1323.69379243796,['sar']
f335d19f-7057-11ef-8a83-0ade7690bf05,therm_sat_0_0,63.0,43.5,18.29028467397704,64990.0,67061.64957507327,2071.649575073272,['visual']
059599a8-7058-11ef-8a83-0ade7690bf05,vis_sat_0_0,-68.2,-130.5,87.0681797853973,69640.0,70443.38553399702,803.3855339970178,['sar']
089fde60-7058-11ef-8a83-0ade7690bf05,sar_sat_0_0,55.1,104.2,9.949755699511298,70080.0,72244.8754895149,2164.875489514903,['thermal']
18eab290-7058-11ef-8a83-0ade7690bf05,sar_sat_0_0,43.20000000000002,-34.599999999999994,23.990102705787475,74880.0,75399.89460300072,519.894603000721,['thermal']
1eee91e7-7058-11ef-8a83-0ade7690bf05,vis_sat_0_1,-47.0,147.3,20.55253786698408,76480.0,78458.54570446501,1978.5457044650102,['thermal']
3a8621f0-7058-11ef-8a83-0ade7690bf05,vis_sat_0_1,12.600000000000009,-91.5,29.15160382415897,84690.0,87435.2605211334,2745.260521133401,['sar']
3a8621f6-7058-11ef-8a83-0ade7690bf05,vis_sat_0_1,41.1,-79.1,31.889965153554375,85200.0,87863.80439587426,2663.8043958742637,['thermal']
